lsid,osmid_start,osmid_end
761184939,7111701736,7111701735
173059924,304971511,7119602191
173059924,7119565772,7119602254
768257217,7172756007,7172756008
768257217,7172756085,7172756086
119518277,1746552031,7468729604
802209219,7503808427,7503808428
802209223,7503808477,7503808478
823496411,7688189202,7688189203
700646527,7731340242,7731340185
829631590,7743461651,7743461650
830663985,7755891353,7755891352
972394686,817591023,7829141139
843589840,7869049305,7869049307
848951639,7920901106,7920901107
852329744,7950542114,7950542113
858166096,8000262307,8000262314
165296412,1834184232,8006457018
886151559,8060440249,8047413833
176500112,1610501648,8047413833
887026791,8066013131,8066013132
869058859,8100383767,8100383775
875150527,8146153264,8146153253
878865771,8176112939,8176112940
878865772,8176112946,8176112947
881067733,8194692532,8194692531
889246033,956218462,8274264079
891274097,8283998253,8283998252
891982393,8290314386,8290314385
65447012,8298133010,8298133009
893546053,8304561792,8304561788
158728450,1944162973,8330279541
886982777,674534380,8337552037
898538336,8349786843,8349786842
902935715,8386362120,8386362121
898538337,8349767679,8435191451
194919722,2054300627,8479957384
24256842,3560461156,8521203945
918931260,8534089373,8534089372
923078063,8568923905,8568923886
923078062,3873399001,8568923886
931734824,8637873911,8637873910
935013013,8664691903,8664691902
142062865,8664691929,8664691930
944664157,8745822936,8745822944
945355020,827882901,8751967364
4385466,6104187422,8766570918
947152481,8767421173,8767421172
953470360,8825275655,8825275654
964272966,8919327638,8919327637
964272970,4213799396,8919327657
978641812,9055315613,9055315614
563889299,5433613056,9055455129
978724192,9056055048,9056055032
996834746,9204423729,9204423728
112619160,3376402739,25471119
131633515,1199097150,26763882
867336764,29588721,29588723
89202794,5409853331,33780909
5051205,4294454662,33955501
24256722,4798945055,262628779
53260583,673925211,262635912
112770048,3840647903,264867475
60359632,6125607500,269367622
24792117,1889696670,269367622
864809363,4127531358,269570222
411014370,269713678,269570222
889270905,1689061748,304971194
81102077,945174881,304971194
82164699,5433613129,308849794
294875995,2984966208,308849794
1011533104,5501365354,401867691
310246368,5409847158,412749350
65412360,430054208,430054207
603501742,6344879198,452662581
39170417,469202225,469202234
120057511,1347065933,469202234
39683301,475769679,475769681
124549011,498507601,498507605
183633423,1940430772,498530656
24256596,7621890177,498530656
157994780,8521203959,498623231
64731898,498657714,498657715
181988681,4087719924,498677773
40941611,498677772,498677773
844171379,1049052372,536614571
141748887,1049052326,536614571
777648845,3806783347,597452909
49895889,1944162955,639640615
50464958,641912715,641912718
53144529,672578388,672578389
53188619,672997966,672997969
394992028,674503481,674503465
53331152,674503520,674503480
53333910,674532867,674532858
53838565,679711566,679711464
284250919,763219605,763219572
64095974,7797691382,790322893
65253754,797804110,797804104
65429471,4228893612,799078505
422984215,4227046994,799078505
451053555,2195609672,799189252
65611532,264466419,800141045
422504768,4222595723,817603265
