lsid,osmid_start,osmid_end
419323850,4194128684,4194132323
419542864,4195860596,4195860603
419952917,4199393745,4199393731
420028918,4200151860,4200151864
675603416,4200297106,4200297105
420094068,4200734586,4200734691
198453755,4566603327,4207441062
423006949,4713336883,4227271270
423388349,4230027326,4230026857
60363436,1921694162,4230026857
308924213,4266204746,4249353091
6310500,2113713598,4293524088
162842044,1746552029,4296996594
430417709,4296996593,4296996594
6310047,4306093195,4306093194
120105606,4307401450,4307401449
431907252,1814109080,4311413792
431907269,4311413973,4311413974
431983725,4311877920,4311877288
254236648,2368312959,4311877288
293815505,2974003369,4312627019
432371232,4314411679,4314411680
432371240,4314411834,4314411835
111774907,4736156715,4314647598
435000211,4329355565,4329355568
436967678,304972397,4348022560
437449467,4086272914,4352651768
383493654,3867795352,4354514360
53189096,673002927,4357611630
441767392,4394702616,4394702704
157618170,4404538074,4404538072
74128314,4406231704,4406231705
125483120,4573655882,4573655878
839971637,4722643907,4573657866
479115560,4573658006,4573657866
461933839,1847151748,4573658592
463269587,5424487809,4585540026
477445111,4707992206,4707992205
64731896,794300618,4785741097
408894023,4822864117,4822864990
491790763,4838787661,4838787585
289052872,4850021720,4850025715
559749714,4876229341,4876229305
943159263,4888133316,4888133426
431907259,4908669550,4908669551
759748550,4909395416,4909395417
759748550,4909395421,4909395422
499699728,4909413272,4909413271
257127121,2627312460,4916259262
456223257,2591425712,4919031908
100018036,1156364127,4926067777
25152737,274117940,4961899136
120925161,1291897888,5005988644
529005974,5139703927,5139709139
529024447,5139621778,5139863812
25152868,274119330,5141521692
32423760,364617242,5223495013
541155319,5233486156,5233486169
545942337,5276414120,5276414123
545942338,5276414122,5276414123
561004511,5409848447,5409848446
562520927,5422772616,5422773933
567761106,5464148783,5464148779
361898374,4266204766,5467646476
569945838,5480180844,5480180334
53255189,5503228274,5503228321
123743079,2117029608,5506189809
6313820,3376431968,5506189809
576229776,5527291443,5527291534
581947661,5566948303,5566948299
589708615,5631306862,5631306863
592594460,5655516179,5655516178
32850217,370058843,5655518262
312372395,5656791784,5656798405
388890742,3920738358,5669837118
603152326,5726793605,5726793606
614232132,5810436896,5810436891
614232134,5810436890,5810436891
614232134,5810436895,5810436892
614294907,5810997866,5810997867
217350614,4066800323,5810997867
626118694,5911113082,5911116602
632601543,5972899609,5972899610
32424016,5972899619,5972899610
648707785,6089786112,6089786111
27773720,304964095,6121592388
905765410,8754781494,6121592388
6312308,6144557830,6144557286
658309996,6164835875,6164838246
672670492,6299200667,6299200666
672670491,6299200661,6299200666
115661490,6301453311,6301453312
673383091,6306088018,6306088017
673872197,6310758416,6310758422
207308657,6318427134,6318427133
681610194,6383260434,6383260435
673383102,6306088051,6409051863
685060766,6419043707,6419043708
692951871,6505645667,6505645668
694445427,6520553980,6520553979
696686562,6542584263,6542584285
437880839,412363887,6572255196
701517747,6588254283,6588254282
702667438,6598684469,6598684468
203754359,2137516952,6649932314
709252937,6665881142,6665881143
741132782,6938461016,6938461024
940018830,7002844908,7002844907
940018828,7002844910,7002844909
754837626,7051393216,7051393215
759753138,7097271356,7097271357
27775098,7119602319,7119602323
768268064,7172813118,7172813119
387892850,3911143122,7198154651
27773923,4331351099,7239712492
777648844,7257280683,7257280682
295655819,26518074,7273906245
592117133,5651898367,7274221481
783656943,7319650413,7319650385
6313728,33780975,3472389998
342802583,3497558915,3497555591
338383186,3497555592,3497555591
344122105,3508792097,3508792098
190574946,3509321462,3509321463
173870355,1846239607,3509321698
30057704,3532961276,3532961275
350662612,3564243312,3564243313
355430572,3610427812,3610427813
360435569,3649824202,3649824203
361092042,3656118127,3656118125
361092206,3656118126,3656118125
361092593,3656123671,3656123669
361274983,3657740310,3657740307
361316123,3658092781,3658092780
361316108,3658092800,3658092780
361318170,3658112032,3658112025
362160700,3665217730,3665217733
362297373,3666303122,3666303117
364380443,3684149925,3684149825
136788493,3837095447,3837095448
914957583,8499241489,3837095448
383076318,3839568248,3839568249
381211207,7538442333,3844483392
386307456,3896269191,3896269215
424429597,7002844901,3896269215
386346045,3896653867,3896653868
754837675,7051393384,3903721451
387028384,3903721450,3903721451
387072584,3904123469,3904123454
34960899,3978653246,3978653245
208078075,3978763194,3978763182
395851309,3986498259,3986498261
162489741,3992084764,3992084902
226096332,945405987,4000920000
675767728,4000920001,4000920000
675768922,4045735440,4000920046
400447206,4030000453,4030000458
402691037,4051000021,4051000022
28667542,33807961,4074788264
409316256,4112293412,4112293413
415797551,4167560920,4167560913
6309705,1403263030,4167560913
476892367,4183965934,4185019681
419050047,412850556,4192266002
420043343,4200297016,4200297017
420094151,4200734555,4200734569
420876837,4207714421,4207714427
421360625,4211308279,4211308287
422504882,4222595900,4222595842
123743074,4074766301,4222595842
355553041,4200791616,4225949855
422866773,4225949854,4225949855
539254834,1827904931,4229015530
6313126,4231928629,4231928625
424108337,4235770974,4235770973
424108321,4235771320,4235771323
839971633,3980934935,4244932882
425990716,4253156245,4253158796
429890783,4290912605,4290912606
429894638,4290952493,4290952490
162842041,4296996081,4296996607
430417702,4074811783,4296996607
240703768,4297986207,4297986206
24257276,5324482343,4299002941
166718003,1347031656,4311877901
384041317,800141183,4312626723
173982965,1847244301,4314411655
754837621,4327281404,4327281395
438575863,1462182396,4363139210
438575271,4363146613,4363141448
438575981,4363146605,4363146614
440199463,4379196219,4379195961
440199342,2801147966,4379196219
440199463,4379196504,4379196219
441767415,2135934656,4394190169
441767402,4394702758,4394702759
442028586,4397184841,4397184835
28117755,308852473,4397548935
442973941,4406231812,4406231813
442973937,4406231802,4406231813
112619160,3376402762,4409400841
112619157,25471104,4409400841
443596014,4411510302,4411510150
446422189,4405959247,4436991148
446422159,4436991186,4436991148
446422204,4405959244,4436991182
446422181,4436991171,4436991182
450677548,4475981232,4475981233
446422166,6321076461,4496848737
454545002,4510933150,4510933149
454545029,4510933732,4510933733
361446804,4523988373,4523988343
458561037,4545442767,4545442768
469791734,4640745064,4640745065
441601044,6761622514,4644092503
66364415,3152598545,4713337546
478462323,4716771597,4716771598
478462323,817606908,4716771605
66363426,804203082,4721782907
469791731,4640745049,4732076783
53255156,4833162930,4833162851
492590466,4845822976,4845823565
6310625,9108042810,4855474063
494856257,4866224451,4866224317
824255370,4890057371,4890058177
431907259,4908669939,4908669940
499699725,4909413263,4909413262
675591505,4909413282,4909413262
505580366,4954787276,4954787955
506381333,4961324277,4961328622
530907382,5154338446,5154338447
535245805,5188586399,5155707754
594595297,674505872,5181895142
825449612,7707513948,5181895142
538516520,5212375402,5212375401
539887536,5223553986,5223571316
555944205,5363211456,5363211457
566375923,5454295414,5454288472
143299694,5464153396,5464153355
53331185,5669830608,5464160530
854479771,2388000370,5499329383
230277926,5499329171,5499329817
573681956,5508982006,5508981933
581947652,5566949526,5566949458
589708612,5631306472,5631306473
588220282,1803429812,5669838575
594652241,5669838180,5669838575
595188668,5673217505,5673217381
710694088,5759424863,5759424865
81104337,6912384594,5941439322
629302135,5941439310,5941439322
632601518,5972899546,5972899550
124087499,33806174,5999946583
650611562,6103028732,6103028735
666253368,6237622763,6237622764
654247269,6299200714,6299200682
675767727,6328473908,6328473909
385566762,6328537893,6328537923
675971993,6330530218,6330530214
679546444,6363081983,6363081984
680873615,6375647189,6375647190
681541103,6382546523,6382546530
681541104,6382546529,6382546530
749199726,6851234604,6387498714
875807712,401867675,6387498714
684359490,6411578496,6411578497
684945278,6417765747,6417765748
694712352,3873399003,6524285960
699866664,6572255307,6572255306
437670365,1775977545,6617270216
437880841,800141068,6627601789
162245136,1346361132,6649932307
676631333,6794576206,6794576251
709881952,6673556265,6912384521
1014113156,800141395,7002844926
759753138,7097271393,7097271394
41344934,505557407,7111701617
173059924,1838844880,7119565772
762004418,7119602239,7119602238
768260800,7172756057,7172756058
431983835,4311877981,7198185208
401627543,7198185215,7198185219
38280121,451674803,7319626127
797917507,7869049356,7463046407
797917507,7869049346,7463046407
326432914,673850014,7463046418
675593928,30084388,7621888770
403879360,7688171632,7688171633
594595312,5181897697,7707513980
825449607,7707513976,7707514040
825449631,5651898959,7707514040
839645528,7835038968,7739880232
829277901,7740691371,7740691369
843589869,7869055939,7869055940
37737555,7944284440,7944284439
854421895,2736745498,7968068902
268666735,7968068901,7968068902
396763808,3995980980,7996578249
6310369,262636520,8006427675
6312599,8032376192,8032376191
863798753,4316143186,8047413841
875817137,8151709540,8151709547
379810329,4850010412,8174339117
878692748,8174339131,8174339117
945355016,8751967406,8190373843
437656580,33781301,8190373843
886151575,8239918067,8239918066
722707059,6779257133,8255025949
888691208,8262225780,8262225781
889193922,8266585882,8274264029
416557990,4248590332,8290314388
896163278,8330279564,8330279565
897093078,8338427539,8338427540
943562568,8736468019,8411386886
887026792,8248234826,8411386886
907083752,8423084646,8423084520
907083752,8423084644,8423084573
898538336,8349767704,8435191442
908439213,8435169446,8435191442
177130220,2446519745,8435191543
908439230,8435191558,8435191557
911499968,8463468185,8463468184
914957587,8499241510,8499241504
922687973,8565451268,8565451267
922687999,8565453053,8565453052
24911667,8719124729,8602528007
927157690,8733249482,8602528007
931734823,8637873869,8637873868
931734824,8637873914,8637873913
432098662,1554860933,8706869224
927157690,8602528000,8719108706
942780649,8730292435,8730292434
942780655,8730292497,8730292496
943159268,8733249482,8733249481
943562564,8736460300,8736460299
944334732,8411386889,8743116568
945679829,8754781507,8754781506
945679831,8754781554,8754781553
945679836,8754759707,8754781625
34963309,7257280656,8764647074
978828119,9056329802,8764647074
947152483,8767421186,8767421187
135982415,3407234029,8767421534
32063098,1266247069,8769289286
948682643,8781092879,8781092721
953470358,8825275463,8825275462
953470358,8825275612,8825275610
531817600,8850291022,8850291021
960776818,8888050108,8888050104
972394688,8999763307,8999763306
978641809,9055445105,9055315597
978753411,9056336525,9056055059
983278259,9091682110,9091682109
6312134,790905863,26608009
24829292,1519916808,33781286
6309521,33806159,33806158
123306849,346338494,33806219
5051205,3190233372,33955523
40932969,262613912,262613913
24255358,262614082,262614085
157875280,498495284,262614161
350355271,1664176100,262615167
157993905,498612305,262629408
24257058,8521203972,262631695
40933248,498530573,262632506
142260771,1539286426,264466433
31317920,1842571221,304975792
28116753,4169837359,308841292
326497006,27782633,308841292
123743082,4222595906,308852347
28117744,4261057252,308852347
921341047,348510368,310222871
30281561,956218590,333740351
99498663,8274264093,333740351
32424084,8388855697,364621004
136746616,4406998372,364621004
403909951,4062093622,392917298
120865125,4294454610,392917298
34320039,393665371,393665370
708310606,394086661,394086663
34751371,1245526885,405211799
28667587,418011508,418011511
112870788,5209187616,423373233
121482042,1354254275,423373233
36983499,430054185,430054198
38280121,451674805,451674806
338999313,475769774,475769776
24255499,498642557,498642564
201390879,1971445927,498677778
324010755,4718840594,500880464
223203155,3995980992,507035204
42867083,536614631,536614634
53208752,673434545,673434572
176541385,797801963,673478753
53231629,673702395,673702391
588220279,674503503,674503464
319583970,674504687,674504734
53425043,675393813,675393772
38891301,1883974951,774087915
479115559,4722643906,774087915
338135901,1838918661,796221019
27773961,1973623233,796221019
6313369,1127124993,799574391
492109823,807074164,807074194
676063597,4841609065,807074194
422504801,817744388,817717306
898538336,827862646,827790188
106334251,827999772,827921803
103879962,829129362,829165620
422682028,836676295,836818914
70186981,838061480,838061482
391191395,3943758774,865183524
74428454,879569548,879569513
88760040,1030194779,1030194841
89419614,1037159375,1037159493
361092594,1037159494,1037159493
89419641,1037159472,1037159522
98338695,1137735790,1137735898
74128316,1148227004,1148227084
103879956,1199097244,1199097171
106332758,1223736854,1223736806
112703023,4850006737,1280486091
112732668,1280764644,1280764258
112732683,3896650824,1280764633
114886231,5458730548,1300222466
115544306,1305104075,1305075772
115628909,1305844279,1305844486
115628931,1305844713,1305844643
115868234,1307889157,1307889126
6559944,8241485909,1307889126
126504871,4222594585,1346361173
120053746,1347031704,1347031576
128504822,1420025662,1420025647
64095973,7580341266,1420034159
254044726,7580341265,1420034159
115544315,4281758445,1448514126
427102498,4263405958,1459105506
135029369,1483498031,1483498048
136788484,1500296712,1500296713
151096635,1639383349,1639383348
294177432,1645793618,1645793606
53331637,674506915,1670968912
227831575,1671098392,1671098390
112835840,1281696889,1698014285
158485257,1706774793,1706774769
162861370,1746679269,1746679283
165883568,2432685074,1773949652
166045632,1775305793,1775305796
166045632,1775305823,1775305819
168567626,1798116885,1798116859
168765531,1799786524,1799786516
115628935,1815333600,1815333623
66364404,1820845893,1820845869
170985287,1820895531,1820895528
479115562,4722643399,1827904930
429765745,944976495,1844042915
38894380,4573656944,1847151647
53334011,1885630458,1885630460
183633423,1940430778,1940430704
24829058,4331356290,1982823816
27773748,6170637670,1982823849
195085976,2055787317,2055787315
195088061,2055801479,2055801534
196503560,2068309320,2068309316
196503558,2068309418,2068309408
691173925,6485205930,2090119083
24792097,269367527,2100237440
200037224,269367283,2100237440
6313357,3837121513,2113713615
202030482,2120138358,2120138352
203583570,2135926516,2135926502
206651910,2166909819,2166909824
207308657,2175035464,2175035476
207308655,2175035491,2175035490
207308655,2175035498,2175035490
208278280,2185933427,2185933428
24828628,33781162,2203156213
53255170,673845658,2267530061
217637264,2269411607,2269411659
27773502,304962130,2301084196
221388207,2304122026,2304122025
222813339,2691341367,2317545282
226309931,304960397,2351597983
226418291,2352477037,2352477055
4385491,26766555,2354097112
227831569,2364712927,2364712926
149251544,2965745233,2364772202
141491515,1548667901,2364772202
227969885,2365980318,2365980316
230277970,2388000354,2388000369
230277974,308840720,2388000548
232877382,2411873500,2411873501
233005079,2413393975,2413393976
233023044,2413542696,2413542701
53255417,673848436,2423620257
243930406,2512856579,2512856575
53253215,673842477,2607487610
254991008,2607487609,2607487610
255433700,2611201832,2611201833
492590450,4845825567,2627100680
258734554,2640675777,2640675776
259106417,3016427495,2644406572
259876292,2653415843,2653415844
263834059,3260110599,2694830785
275484751,2801166420,2801166418
173073439,1838982068,2879966901
293825262,2974082390,2974082391
295386079,2990907020,2990907021
310246362,3156435744,3156435745
314360249,3204075710,3204075706
6313280,26760496,3307691208
324009946,3307691207,3307691208
338381581,3454580221,3454580225
89202794,33780906,3471667306
131875138,1450714330,3472388582
338383186,3497555587,3497555585
342813229,3497711609,3497711622
361092594,3497711616,3497711622
363759075,3507439739,3507439740
741827332,3508604727,3507439847
344101643,3508604727,3507439847
437873474,4272300281,3524368227
255516442,2611989539,3561093352
352399262,3581834404,3581834405
226418294,2352477081,3581834405
441771584,3588232633,3588232634
360433219,3649801128,3649801129
360433221,3649801130,3649801129
361092049,3656115899,3656115891
89406337,1037015327,3656115899
361192080,3656974994,3656974978
338383202,3657063506,3657063505
361274949,3657737817,3657740628
361476518,3659444512,3659444511
361476521,3659444498,3659444511
771603181,7321446307,3677915231
144252621,410297318,3677915231
379464079,3827614809,3827614810
85835504,412363875,3866717365
142063482,1645793609,3866717365
140499119,621870989,3867795967
149705512,1626536082,3872651457
386629562,3899795759,3899794254
388823840,3920016340,3920016346
185830643,1965174222,3920738362
456012429,4523363942,3978653477
397285953,4000919715,4000919709
397285941,4009663582,4000919709
675768922,4000920043,4000920045
879265529,8179560689,4008951483
115628898,798948940,4016689959
400447220,4030000472,4030000473
400447206,8046674787,4030000496
402691050,4051000083,4051000084
402691053,4051000211,4051000212
402691048,4051000059,4051000212
409316256,4112293408,4112293407
6312753,33781687,4170407949
34960899,4177143995,4177143990
130049566,4177264948,4177264950
420876787,4207714485,4207714482
422504770,4222595682,4222595684
424388520,4238115523,4238115522
67717079,817741676,4238115522
424429577,4238413632,4238413631
200054024,17889752,4239373336
173642338,1844141902,4250457529
425990659,2130819394,4253157727
426235065,1889965460,4255412313
6311668,33808051,4261061746
431409223,4306093269,4306093270
825449615,7707513980,4327171470
436195784,4340727640,4340727638
126468833,1282009197,4352653060
144252621,410297316,4352653715
353069709,3588511946,4393568827
442019518,4397103402,4397103403
178672577,26762561,4397103403
722707052,6779257169,4397549036
442062680,6779257169,4397549036
446422158,4436991129,4436991183
666253369,4502465423,4502465230
454545025,4510933706,4510933705
57050322,4545442802,4545442803
460101510,4557783835,4557783836
461932544,4573648936,4573648951
170262319,1814122255,4573656298
38894380,1847151651,4573657594
171814227,4573659499,4573659502
477761938,4710654638,4710654639
478594675,4718176421,4718176317
478673882,507914922,4718833962
24257944,503957122,4722643900
173974645,4784749630,4784749631
488484015,3771237225,4807742484
142479729,8164706723,4822864116
491790769,4838786906,4838787364
24376129,264488217,4845829535
289052881,4850027955,4850027956
759748550,4909395351,4909395352
32423953,2263260307,5141521681
388890735,2388000595,5177783142
534211449,5181361396,5181361397
53331496,674505886,5181892866
536070901,5193938031,5193937907
39170408,5203789411,5203789405
81129188,5223571306,5223571280
383076313,5224776621,5224776722
25152715,274117584,5233492414
53289101,5233492413,5233492416
545942346,5276414058,5276414059
112885015,5375743551,5375742984
560340073,5403748534,5403748535
561004760,5409854064,5409854713
353224814,817573482,5426785512
563050491,5426783405,5426785512
573681971,5508981396,5508981398
576229808,5527291543,5527291317
580176093,5554671344,5554671343
581947691,5566949665,5566949746
589708612,5631306498,5631306499
603152325,5726793084,5726793085
53839242,679718394,5773324015
624358279,5895927439,5895927105
120929419,5906299147,5906298396
625557773,5906299581,5906299158
625557832,5906299995,5906300166
421161788,5930221596,5930221595
162489737,1743669546,5968463447
632601545,5972899614,5972899615
632601538,5972899600,5972899615
138611166,6030804094,6030804091
675596886,1448474406,6106745656
931689725,2456214533,6125571989
656349236,6148509565,6148509278
466690939,6150336614,6150329415
453523464,4502462793,6150329415
658310011,6164838202,6164838203
89971548,1042891846,6234664590
668653409,6261684583,6261684582
669371192,6268177663,6268177662
669371192,6268177675,6268177674
318991470,6281073061,6303190052
673383102,6306088050,6306088043
674674173,6318427162,6318427161
34353726,3451895417,6324100423
753482276,7040115461,6324100423
675679109,6327656655,6327656656
675679109,6327656656,6327656657
882299533,4327280832,6329035355
679534576,6363013728,6363013727
682386753,6390449516,6390449517
857809046,7997260701,6409324871
857809044,7997260699,6409324871
691173927,6485205944,6485205943
87543171,9204423690,6521013196
694702035,6524203440,6524203441
65611554,6524287751,6524287754
27773214,6542584243,6542584242
699866641,6572255087,6572255086
709881950,6673556255,6673556256
41455231,6862759277,6851234553
887929718,8255517701,6851234553
684427161,7001076170,7001076166
254231168,2600268701,7008359744
751232936,7023152006,7023152007
751232936,7023125980,7023152013
751232939,7023152045,7023152046
756122832,7062261285,7062261286
768257217,7172755995,7172755996
768257217,7172756078,7172756079
741132794,6938461043,7288814565
770654207,8916290898,7611965680
821535654,7611972839,7611972746
978965500,7671181455,7611972746
815863339,7619760318,7619760315
702667443,6598692994,7695738046
829184735,7739880240,7739880241
829184730,7739880235,7739880241
53255661,673850009,7869055948
255644435,498499077,7871605258
508860737,7881882328,7881882331
844842443,7881882330,7881882331
848951586,7920875274,7920875276
848951589,7920875275,7920875276
223943267,429350444,7932210265
857809041,7997260695,7997260694
24490093,8072021929,8072021983
875808946,8151628407,8151628408
82113764,2414944389,8274264057
891274085,8283996958,8283996957
904114744,2512856388,8396730710
906695642,4365110848,8419462326
907083749,8423084630,8423084629
255516440,8499248834,8499248833
917453879,8521203880,8521203879
922687996,8565453013,8565453014
163205996,348415468,8587061299
925261654,8587061972,8587061971
293861219,8662647485,8662647465
34935971,1358145878,8676483279
939992551,8706583775,8706583776
245092102,8706615418,8706615419
945355014,8730292457,8730292458
942780650,8730288611,8730292458
943159257,8733249323,8733249324
943159268,8733249486,8733249485
943562572,8736468003,8736460291
943562564,8736460302,8736460301
943562562,8736467922,8736467921
158025610,1702634023,8754781608
6310561,8766570928,8766570930
947129809,8767170225,8767170226
132646386,8888050018,8888050020
964272961,8919327594,8919327593
446422154,4436991081,8920895119
972394686,8999763280,8999763293
978734248,9056140489,9056123240
978828115,9057114037,9057006391
844842442,9057078442,9057078444
978753409,9057006350,9057078444
701780684,6590657846,9116897623
996834743,3192945461,9204423715
996834751,9204423789,9204423788
694436965,9221066113,9221066112
118808606,812873746,9321336846
1013549941,9351014275,9351014276
178296586,529249965,12155670
34935804,1505685150,25311209
632107437,26760522,25311209
109075794,5809233121,26517898
614093335,3831505782,26517907
6310055,4261061769,26762580
32063110,828698830,26762580
6314122,498657576,30084505
6313985,3472389995,33780902
167050601,1921694145,33781148
326378264,757343239,33781148
6313090,5357964445,33781401
6313049,5357964446,33781401
802706371,8151555463,33781720
554938081,8151555464,33781720
713810795,33781762,33781761
157993903,498623249,262629296
53513809,262631083,262631084
130864581,6542584199,264488197
437670369,6542584198,264488197
171948947,3476472640,264622346
676625640,814903912,304968418
30281497,333739355,304971516
34353490,4838788356,304971516
241177414,5276414156,308851965
630964656,4919031907,308851965
194445575,763219536,344334573
539887548,793080397,344485604
124060637,8587061837,348415476
139570353,410296061,410296062
138601277,410300684,410300510
34962993,1519803471,410300510
35160317,412406687,412406671
888174858,393132413,417325970
38280121,451674810,451674811
40933248,498499014,498499015
255644435,498499078,498499080
24257156,262632366,498530601
40933717,498530610,498530613
46594008,33806083,498657593
40940287,1393811231,498657593
41927368,4393568829,519276271
34936803,2369153240,619824902
437987138,4357609160,672997977
151096628,1639383306,672997977
53189097,4357611129,673002915
53256216,673855538,673855619
394992028,674507989,674508002
53334008,674535245,674535258
24256995,7621890077,676175383
141815671,1552292410,796220507
141926161,1553584634,796220507
66364404,1820845866,804223512
659343191,817574633,817569929
422504768,817603265,817621650
422970596,4496848736,827959632
925261641,836754070,836546130
256094126,5911114437,838061460
74339957,878781316,878782268
397223642,4000404597,945405988
81129188,945419627,945419596
157757569,1700107240,956218554
89426544,1037207721,1037207661
492109815,1280486140,1280486092
112732705,1280764705,1280764428
272598279,1280764575,1280764583
673383141,1281070609,1281070522
112875275,1790681607,1281956802
114941447,1300632670,1300632678
114941437,1300632695,1300632678
115628901,1305844544,1305844332
168570500,7968518137,1305844332
115628888,1305844368,1305844687
161603105,1305844302,1305844889
147923284,4043623350,1305845305
115628933,1305845276,1305845305
115868227,1307889136,1307889080
6310093,505557401,1353167677
945989601,33780996,1354203280
122193686,1366194302,1366194264
966764399,1370062621,1370062623
776989308,6465294046,1374527648
123183781,1374527658,1374527648
122193686,1366194194,1393809616
122195436,1366228560,1393809616
939732668,4200790434,1416700056
694481697,1440276593,1440276594
548620984,1448514103,1448514104
133625846,1545509982,1470795056
268930521,1817800386,1492452536
6310764,33781346,1519916821
142146283,1555778122,1555778123
267055686,2725366535,1555921432
149251519,1622584644,1622584767
149866819,1628115573,1628115570
275484338,1639383374,1639383378
151737113,1645774288,1645774280
64094315,790306198,1659173963
153205667,1659173941,1659173963
155352179,1677585491,1677585553
6313524,1701126993,1701126992
101022176,4074811763,1701126992
162861363,1746679261,1712852541
381211208,1790670215,1790670216
256339578,1795589204,1795589206
168567623,1798116818,1798116910
676063589,536614541,1801685769
169729654,1808907098,1801685769
169177411,1803429863,1803429792
169465297,1806267637,1806267678
169729658,1808907126,1808907143
24257038,262631451,1811905003
529008185,1813232450,1813232463
170261059,797793724,1814109151
170262408,4866224102,1814123691
170612448,1817800601,1817800386
268930521,262635373,1817800386
920118653,8544091691,1831138109
172188758,5357964469,1831138109
172425376,1833314649,1833314647
173624078,4545442765,1844042831
449133707,1847151415,1847151398
173975417,1847169574,1847169561
173975402,4200760251,1847169561
173983031,1847242019,1847242040
173982987,1847243792,1847242040
173983001,1847243934,1847243959
61478611,519282751,1875951849
53333870,1885630495,1885630489
51077367,1921693943,1921693941
41233398,4230027504,1930494327
887026791,8066013132,1930494327
257928831,1932396401,1932396392
183259494,1936435920,1936435917
183820871,1942415674,1942415609
160508179,1725654110,1971545287
88337847,2514234198,2014755977
194469432,2049750395,2049750394
195085975,2055787338,2055787369
200130290,2369153252,2100495800
424528299,2114825586,2114825590
201505392,817599358,2115018396
82171628,956781843,2135213059
203583578,2135926602,2135926607
207292912,2174856872,2174856873
207292912,3977877803,2174856908
207293564,5182361851,2174862675
207308657,2175035477,2175035467
208078073,4001053848,2183895127
213123337,2228735404,2228735410
217637265,2269411615,2269411613
219384069,2285449016,2285449015
454545010,2313509711,2313509718
228294966,2369607115,2369607121
228370292,2370538096,2370538099
53333951,674534284,2388000597
53255189,7923454819,2396680501
581947690,2412201949,2412201956
581947691,2412201938,2412201956
437449413,2413839920,2413839917
240703768,2484121634,2484121696
477445111,2504945925,2504945926
243381530,2508026686,2508026690
391191359,3943758630,2644406548
259106417,2644406542,2644406548
260765789,2663260900,2663260898
70186981,5911116769,2688462065
263223019,4718165530,2688462083
384165518,1645774292,2719029539
384165517,304962985,2719029546
27773603,2089945844,2719029717
267436173,2728931567,2728931565
275484750,2801166405,2801166401
1013530876,2982733538,2982733539
430846409,2285417004,2993711880
833657355,6862790058,3153505485
310246359,3156435736,3156435738
318077650,3244512256,3244512255
318966476,3253745283,3253745279
327399717,3341848415,3341848416
27774494,304971511,3452026120
338381674,3454580388,3454580389
453523338,4502463682,3468960578
6314081,33780866,3471668798
338383184,3454596640,3497558898
342813191,3497711597,3497710592
342813210,3497711594,3497710592
342818434,3497760622,3497760624
343949472,3507313258,3507313259
430089027,4293524318,3508604697
123743073,4253157729,3508604697
372209400,2292089232,3508604711
344101641,3508604710,3508604711
344174228,3509321638,3509321639
350671133,3564327200,3564327194
350671134,3564327195,3564327194
441771584,4394745243,3588232618
441771584,3588232630,3588232631
353069695,3588511911,3588511912
360433231,3649801125,3649801134
123763289,3649801135,3649801134
361087995,3651016102,3651016103
361194765,3657020042,3657020041
338383202,3454597701,3657063504
361473914,3659404677,3659404676
361473930,3659404674,3659404676
361473913,3659404687,3659404686
170604366,3660711178,3660711181
361087994,3665217793,3665217792
362160671,3665217787,3665217792
49895894,8763075032,3729591532
676631333,6336302508,3757479685
724500169,3142053470,3757479685
201968400,33781441,3817358883
379464076,3827614796,3827614792
28117103,3831495617,3831495572
434856058,4327746013,3831495572
28245823,1976952253,3837148993
806131564,3844483365,3844483371
382013268,3852182319,3852182323
385566770,3889078231,3889078233
386629560,3899795771,3899795770
157770520,3900342865,3900342863
386706032,3900606565,3900606566
34934785,1347031783,3910677854
388890754,3920738454,3920738461
391191354,3943758594,3943758577
383653934,1280502449,3943758577
393235715,3964495042,3964495069
422075686,3978653230,3978653229
754837667,7051393368,3978763183
208078070,1305844844,3978763183
394992036,3978763205,3978763207
65423724,8150927208,4000404570
397223641,4000404576,4000404570
397285943,4000919999,4000919997
232881094,2411909034,4043623317
6312679,33807967,4074788265
406139614,4085107406,4082457439
406139615,4082457428,4082457439
409075397,4109643794,4109643795
63944310,4109727710,4109727711
24792097,269367529,4127531364
416558004,4173059074,4173059073
238073292,4179434125,4179434132
419323840,4194132245,4194132250
420094167,4200725633,4200725643
420094167,4200734797,4200734805
420359111,4202989007,4202989011
420359129,4202990007,4202990000
421161739,3814480421,4209785989
421161783,3672051950,4209785989
421354656,4211263350,4211263496
422504758,7590674970,4222594549
422504866,8704603975,4222595237
422682029,4224194230,4224194227
422682028,4224194528,4224194534
422970596,4393568596,4226874421
422970596,827807028,4226874428
424429597,4238414010,4238413669
748815223,8706869215,4238413669
430174515,4294454496,4294454500
430174518,4294454447,4294454500
241433408,500888043,4314411796
437449468,4352651938,4352651942
347645154,4189909214,4393396230
441771601,4394134156,4394134155
441771584,3588232618,4394745244
175032530,4401315043,4401315044
442973997,4406231883,4406231896
173975415,1847169832,4428219908
450359602,4472783074,4472783070
469791724,4640744989,4640744888
469791725,4640745008,4640745007
476892333,4703187000,4703153196
477445128,4707992201,4707992298
477761938,4710654637,4710654638
479703173,4727605730,4727605853
490104972,4822864861,4822865022
492590466,2285449031,4845823574
705434106,6052359369,4845829546
494856257,4866224315,4866224316
495903012,4876230787,4876232092
759748550,4909395379,4909395380
499699725,4909413265,4909413264
241433398,262638340,4954784895
34935112,5001815392,5001815389
159157703,5001815388,5001815389
51496879,5001815388,5001815393
120756603,1354673251,5007788723
534239027,674506892,5181596447
