lsid,highway
231935935,steps
231935937,footway
231935940,steps
677390267,secondary
677451260,service
677817237,secondary
677817238,secondary
677817239,secondary
677962289,residential
677962290,residential
677963438,residential
677993485,footway
678037445,residential
678037446,residential
679329970,service
679534569,service
679534570,service
679534571,service
679534572,service
679534573,service
679534574,service
679534575,service
679534576,service
679534577,service
679534578,service
679534579,service
679534580,service
679534582,service
679537836,service
679537837,service
679537838,service
679537839,service
679537840,service
679537841,service
679537842,service
679537843,service
679537844,service
679537845,service
679537846,service
679537849,service
679546430,service
679546431,service
679546432,service
679546433,service
679546434,service
679546435,service
679546437,service
679546440,service
679546442,service
679546444,service
679546448,service
679546449,service
679546450,service
679549745,service
679549746,service
679549747,service
679549748,service
679549749,service
679647486,service
679647487,service
679790438,pedestrian
679790443,steps
679790448,footway
679790452,steps
680571016,service
680571017,service
680571018,service
680873615,service
680947232,service
680947233,service
680947234,service
681156243,service
681300472,residential
681300473,residential
681300474,residential
681300475,residential
681300476,residential
681300477,residential
681300478,residential
681300479,residential
681302539,service
640075588,service
640075589,service
640075600,service
640149482,service
640149485,service
640678414,footway
642219269,living_street
642219270,pedestrian
642920029,footway
642920030,footway
642922332,footway
642922333,footway
642945119,service
644412310,residential
644412319,residential
644412328,residential
644412337,unclassified
644412344,service
644412353,unclassified
689636461,residential
689636462,residential
690351427,service
690413381,service
690775348,steps
690775349,steps
690775350,steps
690775351,steps
690862454,service
690888997,service
690888998,service
690888999,service
690889002,service
690889004,service
690889005,service
690889006,service
690889011,service
690889012,steps
690889013,footway
690889015,service
690889017,service
690890120,service
690893013,secondary
690904226,service
690904227,service
690904228,service
690904959,service
690905481,service
690905482,service
690905483,service
690905484,service
690905485,service
690906449,service
690906450,service
691173902,service
691173903,service
691173905,service
691173906,service
691173913,tertiary
691173914,tertiary
691173915,service
691173916,service
691173917,tertiary
691173918,footway
691173919,footway
691173920,service
691173921,service
691173922,service
691173923,service
691173924,service
691173925,service
691173927,service
691173928,service
691228250,pedestrian
691228251,service
691228252,service
691228253,service
691228257,footway
691228258,steps
691228260,footway
691228264,service
691228268,service
691981722,service
691981723,service
691981724,footway
691981725,footway
691981730,service
692241449,motorway_link
692951871,service
692951872,service
693005915,residential
693005918,service
693196075,tertiary
693196076,tertiary
483734344,residential
484196292,path
484252683,steps
484584994,service
484584995,service
484584996,service
484584997,service
484947706,steps
485002747,steps
485547132,footway
485547133,steps
485547134,footway
485547135,footway
485811806,primary
485811807,primary
485811808,primary
485811809,primary
485811811,steps
485811812,footway
485811828,footway
485811829,footway
485811830,steps
485811831,steps
485811832,steps
485811833,footway
485811834,footway
485811835,footway
485811840,steps
485811841,footway
485811842,footway
485811843,steps
485811844,footway
485811845,footway
485811846,footway
485811847,footway
485811848,pedestrian
485811849,footway
485811850,footway
486783624,service
487437843,service
310366763,secondary
310366764,secondary
310366765,secondary
310487609,pedestrian
311566774,tertiary
312025442,residential
312268721,tertiary
312268724,tertiary
312372393,tertiary
312372394,secondary
312372395,residential
312397084,motorway_link
312397085,motorway_link
312397086,motorway_link
312397576,motorway_link
312397578,motorway_link
312397580,motorway_link
312397583,motorway_link
312397585,motorway_link
312397586,motorway_link
312397759,motorway_link
312397761,motorway_link
312398438,motorway_link
312398828,motorway_link
312398829,motorway_link
312432365,pedestrian
312432369,pedestrian
312432372,platform
312432373,platform
312432375,platform
312432376,platform
312432377,platform
312432378,platform
312432379,platform
312432380,platform
312432381,platform
312432382,platform
312432383,platform
312432384,platform
312432385,platform
312432386,platform
312432387,platform
312432388,platform
312432389,platform
312432390,platform
312432391,platform
312432392,platform
312432393,platform
312432421,steps
312432422,steps
312432423,steps
312432424,service
312432425,service
312432427,steps
312432428,steps
312432429,steps
312432430,steps
312432431,steps
312432433,steps
312432434,service
312432436,steps
312432437,steps
312432438,steps
312432439,steps
312432441,steps
312432442,service
312432443,steps
312432444,steps
312432445,service
312432446,footway
312432447,footway
312432448,service
312432451,footway
312432453,service
312432455,service
312432462,service
312432463,footway
312432464,footway
312432465,service
312432466,service
312432467,service
312432468,service
312432469,service
312432470,service
312432471,footway
312432472,service
312432474,service
312432475,footway
312432476,service
312432477,service
312432478,service
312432479,footway
312432480,service
312432482,footway
312432483,service
312743257,steps
65412180,residential
65412359,residential
65412360,residential
65413591,residential
65413592,residential
65413593,residential
65423549,service
65423718,tertiary
65423719,residential
65423723,residential
65423724,tertiary
65423725,tertiary
65423970,service
65423974,service
65427743,residential
65427744,residential
65427745,residential
65427746,residential
65427749,residential
65429453,residential
65429471,residential
65429476,residential
65429527,residential
65429535,residential
65429549,service
65429553,service
65442858,service
65442859,service
65442862,service
65442887,service
65447012,cycleway
65526211,secondary
65526212,secondary
65526213,secondary
65526220,residential
65526224,secondary
65526225,secondary
65531834,service
65531836,service
65611531,residential
65611532,residential
65611534,residential
65611535,residential
65611536,tertiary
65611537,tertiary
65611541,service
65611543,residential
65611545,tertiary
65611546,tertiary
65611547,residential
65611548,service
65611549,service
65611550,residential
65611551,residential
65611552,residential
65611553,residential
65611554,residential
65611555,residential
65611556,residential
65611558,residential
65611559,tertiary
65611560,residential
65611561,residential
65611563,secondary
65611565,tertiary
65611566,tertiary
65611568,residential
65611569,service
65723561,residential
65723563,residential
65723564,service
65723565,unclassified
65723566,footway
65723571,residential
65725315,service
65725318,service
65725325,residential
65725329,residential
65725331,residential
65726760,residential
65726762,residential
65726765,service
65726767,residential
65726769,service
65726777,residential
66363409,service
66363413,footway
66363416,service
66363421,residential
66363425,footway
66363426,residential
66363427,service
66363664,residential
66363665,residential
66364404,residential
66364406,residential
66364407,residential
66364408,residential
66364409,residential
66364411,residential
66364413,residential
66364415,residential
66364417,residential
66364493,residential
66577427,secondary
66744788,residential
66744789,residential
66744790,residential
66753920,unclassified
66753922,residential
66753923,residential
66753925,unclassified
66753926,residential
66753927,unclassified
66753929,service
66753930,residential
66753931,unclassified
66753932,residential
66753934,unclassified
66753936,unclassified
66753937,residential
66833235,residential
66833237,residential
66833263,residential
66833271,service
66833293,service
66833311,residential
67209282,residential
67298554,residential
67298555,residential
67298556,residential
67298557,pedestrian
67298558,residential
67298559,tertiary
67298560,residential
67298561,residential
67298562,residential
67298563,footway
475651306,footway
475696141,footway
475696142,footway
475696143,footway
475696144,footway
476892332,residential
476892333,tertiary
476892338,tertiary
476892345,tertiary
476892354,tertiary
476892358,tertiary
476892360,service
476892361,cycleway
476892362,pedestrian
476892363,residential
476892364,cycleway
476892366,footway
476892367,pedestrian
476892368,footway
476892369,footway
477445075,service
477445104,service
477445105,service
477445106,service
477445107,service
477445108,service
477445110,service
477445111,service
477445113,service
477445115,service
477445116,service
477445120,service
477445121,service
477445122,service
477445123,service
477445124,service
477445125,service
477445126,service
477445127,service
477445128,service
477761934,residential
477761936,steps
477761938,service
478078063,residential
478078064,residential
478078066,secondary
478078072,secondary
478078073,secondary
478078074,secondary
478078076,residential
478078092,service
478078093,steps
478078094,service
478078095,footway
478078096,service
478078097,footway
478078098,footway
478078099,footway
478078102,service
478078105,service
478078109,service
478462323,pedestrian
478462324,motorway_link
478462330,pedestrian
478462331,footway
478462332,footway
478462334,footway
478462335,footway
478462336,pedestrian
478594612,service
478594639,service
478594649,service
478594653,residential
478594657,service
478594660,residential
478594665,residential
478594670,service
478594675,service
478594679,service
478594682,residential
478594684,service
478594685,service
478594686,residential
478594687,service
478594688,service
478673843,tertiary
478673849,tertiary
478673854,tertiary
478673858,tertiary
478673861,tertiary
478673862,tertiary
478673864,tertiary
478673865,tertiary
478673866,tertiary
478673867,tertiary
478673873,tertiary
478673876,tertiary
478673882,secondary
478673885,secondary
478673895,residential
478673896,residential
479011156,secondary
479011157,secondary
479011158,secondary
479011159,secondary
479011160,secondary
479011161,secondary
479011162,secondary
479011164,residential
479042753,tertiary
479115557,residential
479115558,residential
479115559,residential
479115560,residential
479115562,secondary
479115563,tertiary
479115564,tertiary
479115565,tertiary
479115566,secondary
479115567,service
479115568,service
479336119,tertiary
479336120,residential
479336121,residential
462666527,steps
462875416,corridor
462875418,steps
462875605,footway
462876493,footway
462876596,corridor
462988706,steps
462988707,corridor
462988919,corridor
462989005,corridor
462989084,footway
462992372,corridor
462992373,corridor
463007355,path
463078900,footway
463078901,footway
463269572,service
463269576,footway
463269577,service
463269578,footway
463269579,service
463269583,footway
463269584,service
463269585,service
463269587,service
463269588,service
463269589,footway
463269590,footway
463270354,service
463271367,service
463271369,service
463271370,footway
463271371,footway
463302741,footway
463302742,footway
463421262,service
463421265,footway
463421266,footway
463973725,footway
463973726,footway
463973727,service
463973728,service
464989264,residential
464989265,service
411014368,tertiary
411014369,residential
411014370,tertiary
411014371,residential
411014372,residential
411014374,primary
411014375,tertiary
411014376,residential
411014379,motorway_link
411407827,footway
411407830,steps
412759251,residential
412759253,secondary
413072964,residential
413072968,residential
413072972,footway
413072974,footway
413072977,residential
413072980,residential
413072984,residential
413072988,unclassified
413072992,residential
413073036,footway
413073037,service
413104984,residential
413104986,residential
413139095,service
413139096,service
413139097,service
413139098,service
413139099,service
413139100,service
413139101,service
413139102,service
413139103,service
413139104,service
413139105,service
413139106,service
413139107,service
413353021,footway
413353022,footway
413353023,steps
413353024,steps
413391002,residential
413391003,residential
413391004,residential
413540368,residential
413716161,residential
413716162,secondary
381126671,unclassified
381126672,residential
381126684,service
381126685,footway
381126686,footway
381126687,footway
381126688,service
381126690,steps
381126691,footway
381126692,steps
381126693,footway
381126694,service
381126695,steps
381126696,footway
381126697,service
381126698,service
381211203,service
381211204,service
381211205,residential
381211206,residential
381211207,service
381211208,residential
381211209,service
381211210,service
381211211,service
381211212,footway
381247770,service
381247773,service
381247775,service
381247778,service
382005438,footway
382007150,service
382013267,service
382013268,service
382034886,residential
382671618,residential
382671619,residential
382671620,residential
382671621,residential
382671625,service
382671626,service
382682875,service
382968627,footway
382968628,steps
383038979,primary
383076313,residential
383076314,tertiary
383076315,tertiary
383076316,tertiary
383076317,tertiary
383076318,tertiary
383076319,tertiary
383076320,residential
383085192,tertiary
383085193,tertiary
383085195,tertiary
383410519,tertiary
383410520,tertiary
383410521,tertiary
383410551,service
383410552,service
383410553,service
383410554,service
383410555,service
383410556,service
383410557,service
383410558,service
383410559,service
383410560,service
383422367,tertiary
383422368,tertiary
383422369,tertiary
383493648,tertiary
383493649,residential
383493650,residential
383493651,residential
383493654,tertiary
383493655,tertiary
383493656,tertiary
383541392,residential
383541393,residential
383616384,tertiary
383616396,service
383616401,service
383621148,tertiary
383653934,tertiary
383653936,tertiary
383653937,service
383660036,unclassified
383735864,tertiary
383762175,service
383765058,tertiary
383765059,tertiary
383806985,unclassified
383806986,unclassified
383806987,unclassified
383806988,unclassified
383806989,tertiary
383806990,tertiary
383806991,tertiary_link
383806992,tertiary
383962440,service
383962441,service
383992414,tertiary
383992415,tertiary
383992416,tertiary
383992417,tertiary
383992418,tertiary
383992419,tertiary
383992420,tertiary
329625133,living_street
329625134,pedestrian
329731357,residential
329731358,service
329731359,steps
329731360,service
329731361,service
329731362,footway
329731363,service
329731364,footway
329731365,service
329731366,service
329731367,service
329731368,service
329731369,residential
329911679,service
329920437,service
330094296,residential
330099807,residential
330347364,residential
330347365,residential
330347368,residential
330347369,service
330519311,residential
330519312,steps
330519313,pedestrian
330519314,residential
330519315,residential
330519321,footway
330519323,steps
330519325,steps
330519327,footway
330519329,footway
330519331,service
330625689,path
330628132,residential
330628133,residential
330628954,steps
330629353,residential
330630924,residential
330636824,residential
330657349,service
330657350,service
330666174,footway
330666175,footway
330666176,footway
330666177,footway
330666178,footway
330684151,unclassified
330684153,footway
330684154,steps
330684155,footway
330709485,residential
330771087,footway
330771090,service
330970976,residential
330971203,residential
331021654,steps
331021655,footway
331066998,service
331067001,footway
331067003,service
331067005,steps
331078419,footway
331078420,service
331078421,steps
331078422,footway
331078423,footway
331078424,footway
331078425,service
331078426,steps
331264159,steps
331264160,steps
331264161,footway
331264162,footway
331264163,footway
331264164,footway
352056240,pedestrian
352056242,residential
352268342,residential
352398355,service
352399261,steps
352399262,steps
353042237,footway
353042238,footway
353042239,footway
353063267,footway
353063268,footway
353063913,footway
353063914,footway
353069691,footway
353069694,footway
353069695,steps
353069698,footway
353069699,footway
353069701,steps
353069702,footway
353069704,steps
353069705,service
353069709,steps
353069710,footway
353224807,residential
353224808,residential
353224809,living_street
353224810,residential
353224811,footway
353224812,steps
353224814,pedestrian
353241063,footway
353241064,steps
354137780,residential
253972541,residential
254044724,residential
254044726,residential
254047433,service
254048986,service
254134293,service
254134295,service
254134296,service
254134298,service
254134300,service
254134301,service
254134304,service
254134306,service
254215424,service
254215426,service
254215428,service
254215801,service
254215802,service
254225352,footway
254227123,service
254227125,service
254230160,service
254230163,footway
254230164,footway
254230167,service
254230169,service
254230172,service
254230174,footway
254230175,service
254230177,service
254230178,service
254230182,footway
254230185,service
254230187,footway
254230559,footway
254230560,footway
254230561,footway
254230783,service
254231168,footway
254236648,footway
254236649,footway
254236651,footway
254237405,footway
254304071,service
254304072,service
254304073,service
254304074,service
254304075,service
254304518,service
254304519,service
254304520,service
254304521,service
254374551,service
254375049,service
254375050,service
254500614,residential
254614413,service
254614421,service
254706296,service
254990654,secondary
254990655,secondary
254991008,residential
255433699,residential
255433700,service
255433709,service
255516440,service
255516441,service
255516442,service
255516443,service
255597835,footway
255597836,service
255597837,footway
255644435,footway
255786470,residential
851748791,footway
851748792,service
851748793,service
851748794,footway
851748796,service
851748797,service
851748798,service
851755819,steps
851760196,footway
852329740,footway
852329741,footway
852329744,footway
852329752,service
852329753,service
852329754,service
852329755,footway
852329757,service
852385303,residential
852385304,residential
852385305,footway
852385306,pedestrian
852385312,pedestrian
852405435,cycleway
852405436,cycleway
852405437,cycleway
853333636,residential
853333637,steps
853333638,footway
853333639,steps
853333640,footway
853333641,steps
853333642,service
853333643,footway
853333648,footway
853987287,service
854421885,footway
854421887,service
854421888,service
854421889,service
854421890,service
854421893,service
854421895,service
854479771,service
854482547,living_street
854482548,footway
854482549,footway
855847929,proposed
855847930,proposed
855924359,service
855924360,service
855924361,service
855924362,service
855924363,service
855924364,service
856709673,residential
856709674,tertiary
856709675,residential
856709676,tertiary
856709677,tertiary
856709678,tertiary
856709679,residential
856709680,tertiary
856709681,tertiary
856709682,residential
856907020,footway
857248648,secondary
857248650,secondary
857248651,path
857248656,secondary
857248657,secondary
857248658,secondary
857248659,steps
857248660,footway
768141561,footway
768141562,footway
768141563,steps
768141564,footway
768141565,steps
768141566,footway
768141568,footway
768141569,steps
768255233,service
768257217,path
768260800,path
768266350,path
768266351,residential
768266352,residential
768266353,residential
768268059,track
768268061,path
768268062,path
768268063,path
768268064,path
768270587,path
768270588,track
768270589,track
768275334,service
768275335,service
768275336,track
768275340,residential
768275349,service
768275350,track
768277094,residential
768277098,service
768277099,service
770654195,primary
770654196,primary
770654197,construction
770654198,residential
770654200,residential
770654201,residential
770654202,residential
770654203,primary
770654205,residential
770654207,primary
770654210,residential
770654211,secondary
770654213,primary
770654214,primary
770654215,primary
770654216,primary
771102101,footway
771102102,footway
771102103,footway
771102104,footway
771102105,primary
771102106,footway
771102107,service
771102108,service
771102109,service
771102110,pedestrian
771102111,primary
771102112,unclassified
771102113,unclassified
771102114,service
771102115,service
771102116,unclassified
771102117,unclassified
771102118,unclassified
771603181,service
796458510,footway
796458511,footway
796458512,footway
796458513,footway
797917500,footway
797917502,service
797917503,service
797917504,service
797917505,service
797917506,service
797917507,service
797917508,service
797917509,service
797917512,service
797917514,service
798550335,residential
799794361,footway
799794362,steps
799794363,footway
799794364,steps
799794365,footway
799794366,steps
799794367,footway
799794368,steps
799794369,steps
762004396,footway
762004397,footway
762004398,footway
762004399,footway
762004400,footway
762004401,footway
762004402,steps
762004403,footway
762004404,footway
762004405,steps
762004406,footway
762004408,service
762004410,service
762004416,service
762004417,service
762004418,service
762004422,service
762004423,service
762004429,service
762004440,service
762004441,service
762004444,service
764440382,path
764440383,path
846767254,service
846767255,service
847074137,residential
847074138,residential
848582955,footway
848923739,service
848923740,service
848923741,service
848923742,unclassified
848923743,service
848923745,service
848923746,service
848923747,secondary
848923748,secondary
848923749,service
848923750,secondary
848923751,service
848923752,service
848923753,service
848923754,service
848951583,service
848951584,service
848951585,footway
848951586,footway
848951587,footway
848951588,footway
848951589,footway
848951590,footway
848951591,footway
848951592,footway
848951593,footway
848951594,footway
848951595,footway
848951596,footway
848951597,footway
848951598,footway
848951599,footway
848951600,footway
848951601,footway
848951602,footway
848951603,footway
848951604,footway
848951605,footway
848951606,footway
848951607,footway
848951608,footway
848951609,footway
848951610,footway
848951611,footway
848951612,footway
848951613,footway
848951614,footway
848951615,footway
848951616,footway
848951617,footway
848951618,footway
848951619,footway
848951620,footway
848951621,footway
848951622,footway
848951623,footway
848951624,footway
848951625,footway
848951626,footway
848951627,footway
848951628,footway
848951629,footway
848951630,footway
848951631,footway
848951632,footway
848951633,footway
848951634,footway
848951635,footway
848951636,footway
848951637,footway
848951638,footway
848951639,footway
848951640,footway
848951641,footway
848951642,footway
848951643,footway
848951644,footway
848951645,footway
848951646,footway
848951647,footway
848951648,footway
848951649,footway
848951650,service
848951651,footway
848951652,footway
848951653,footway
848951654,footway
848951655,footway
848951656,footway
848951657,footway
848951658,footway
848951659,footway
848951660,footway
848951661,footway
848951662,footway
848951663,footway
848951664,footway
848951665,footway
848951666,footway
848951667,footway
848951668,footway
848951669,footway
849188771,footway
849188772,footway
849224607,residential
849224608,residential
849266028,residential
850070231,service
850070232,service
850101367,footway
850101368,footway
850101369,footway
850132705,service
694436942,track
694436964,steps
694436965,track
694436966,track
694436975,service
694445421,service
694445425,track
694445426,service
694445427,service
694445436,secondary
694481693,residential
694481696,service
694481697,residential
694481702,service
694481703,service
694481704,unclassified
694481705,service
694702026,path
694702028,footway
694702029,footway
694702030,footway
694702033,path
694702034,path
694702035,path
694702036,path
694702043,footway
694712350,footway
694712351,steps
694712352,service
694712353,service
694712354,steps
694712355,footway
694712356,footway
694712357,footway
694712358,footway
694712360,service
694712361,service
694712362,service
694712363,footway
694712364,footway
694712365,footway
694712366,service
694712367,service
694712368,residential
694712369,service
694712374,service
695019124,service
695570201,service
695570202,service
695570203,service
695571468,service
695571469,service
695571470,service
695614503,service
695614504,service
695614506,service
695614507,service
695614508,service
695614512,service
695614513,service
695614514,service
695614515,service
695614516,service
695614517,service
695614518,service
695614519,service
695614521,service
695614522,service
695614523,service
695614524,service
695614526,service
695618111,service
695770434,service
695770435,service
695770436,service
695807446,motorway_link
695807447,motorway_link
695807448,service
695807449,tertiary
695807450,tertiary
695807451,tertiary
695807452,secondary
695807453,secondary
695807454,secondary
695807455,secondary
695954184,service
695954185,service
695954186,service
695954187,service
695954188,service
695954189,residential
696130895,service
696130896,service
696130900,service
696130901,service
696130902,service
696130903,service
696130904,service
696130905,service
696130906,service
696130907,secondary
696130908,secondary
696130909,service
696130910,service
696130912,residential
696686545,footway
696686546,service
696686548,service
696686550,service
696686558,service
696686559,service
696686560,service
696686561,service
696686562,service
696686564,service
696686566,service
696686567,service
696686568,service
696686572,service
696686573,residential
696916212,service
696916213,service
922545944,path
922687968,service
922687969,service
922687970,service
922687972,service
922687973,service
922687974,service
922687976,footway
922687977,service
922687978,service
922687979,service
922687980,service
922687981,tertiary
922687982,service
922687983,service
922687985,track
922687986,service
922687987,residential
922687988,residential
922687989,footway
922687990,footway
922687991,footway
922687992,footway
922687993,footway
922687994,footway
922687995,footway
922687996,footway
922687997,footway
922687998,footway
922687999,service
922688000,service
922688001,service
923078034,tertiary
923078035,tertiary
923078036,service
923078037,service
923078050,residential
923078053,footway
923078054,footway
923078055,footway
923078056,steps
923078057,footway
923078058,service
923078061,footway
923078062,footway
923078063,service
923078064,service
923078065,footway
923078066,steps
923078067,footway
923078068,service
923078073,footway
923078074,footway
923078075,steps
923078076,footway
923078079,service
923078080,service
923078092,service
923078093,service
923078094,tertiary
923078095,tertiary
923078096,footway
923078097,service
923078099,footway
923078100,steps
923078101,service
923078102,service
923078103,service
923078104,service
923078105,footway
923078106,service
923078107,service
923078108,tertiary
925261606,residential
925261607,steps
925261608,footway
925261609,residential
925261610,footway
925261613,footway
925261614,footway
925261615,footway
925261616,footway
925261617,footway
925261618,residential
925261619,footway
925261621,footway
925261622,steps
925261623,service
925261625,residential
925261626,footway
925261627,footway
925261628,steps
925261629,steps
925261630,footway
925261631,steps
925261633,steps
925261634,footway
925261638,steps
925261639,footway
925261640,steps
925261641,pedestrian
925261642,footway
925261643,steps
925261644,footway
925261645,steps
925261646,footway
925261647,footway
925261648,footway
925261649,footway
925261650,service
925261651,footway
925261652,footway
925261653,footway
925261654,steps
925261655,footway
925261658,residential
925261660,footway
925261662,service
925261663,service
925261665,service
925261667,footway
925261668,footway
925546560,footway
925546561,residential
925546567,residential
925546568,residential
925546569,residential
925546570,residential
925546571,steps
925546572,footway
925546573,steps
925546574,footway
925605732,steps
925605733,footway
925605734,footway
925605735,footway
925605736,steps
925605737,footway
925605738,footway
925605739,steps
925605742,steps
925605743,service
925605744,steps
925605745,pedestrian
11828723,primary
11828806,primary
11829018,primary
11829021,primary
12365268,secondary
16132795,residential
16132932,residential
34106990,residential
34107556,residential
34127247,unclassified
34181309,unclassified
34181310,steps
34208860,residential
34209023,residential
34209031,residential
34210897,residential
34211125,service
34244743,residential
34244744,residential
34244745,residential
34245082,residential
34259471,service
34259472,residential
34259473,secondary
34259474,secondary
34259726,residential
34259727,residential
34260117,residential
34261410,unclassified
34284657,residential
34284792,unclassified
34284952,residential
34285191,residential
34286353,residential
34320039,residential
34349611,residential
34349612,residential
34349716,residential
34349785,residential
34353490,tertiary
34353718,residential
34353726,residential
34356024,motorway_link
34356045,primary
34356509,motorway
34356714,motorway
34356734,motorway
34356748,motorway
34356756,motorway
34356771,motorway
34356772,motorway
34356777,motorway
34356799,motorway
34356816,motorway
34356829,motorway
34356834,motorway
34370373,residential
34373638,residential
34373639,residential
34373640,residential
34373641,unclassified
34373903,residential
34373928,residential
34374184,tertiary
34374185,residential
34387674,residential
34413956,pedestrian
34413957,steps
34413958,pedestrian
34414046,residential
34427137,secondary
34427138,secondary
34428286,residential
34428287,residential
34428288,residential
34428289,residential
34468502,residential
34468935,residential
34469847,service
34469951,footway
34489598,pedestrian
34489599,pedestrian
34489600,residential
34489601,pedestrian
34489602,pedestrian
34489604,residential
34489605,residential
34489606,service
34491372,residential
34559377,pedestrian
34600648,residential
34600649,residential
34607114,secondary
34607115,secondary
34607116,secondary
34607318,secondary
34609106,unclassified
34609358,residential
34626927,footway
34627099,residential
34664176,service
34664178,unclassified
34751370,service
34751371,service
34751372,footway
34774780,residential
34775033,service
34781550,unclassified
34783275,footway
34865243,residential
34904868,residential
34932483,service
34932565,residential
34932710,service
34932908,residential
34934222,tertiary
34934235,tertiary
34934299,tertiary
34934411,tertiary
34934481,footway
34934498,residential
34934761,residential
34934769,primary
34934770,secondary
34934771,secondary
34934785,residential
34934786,residential
34934797,residential
34934806,residential
34934812,residential
34934936,residential
34934937,residential
34935023,footway
34935027,primary
34935106,residential
34935112,living_street
34935548,residential
34935549,living_street
34935648,residential
34935804,pedestrian
34935971,pedestrian
34936278,living_street
34936308,pedestrian
34936511,pedestrian
34936551,pedestrian
34936706,pedestrian
34936779,residential
34936803,steps
34936909,residential
34937040,footway
34937085,residential
34951926,residential
34951927,tertiary
34951928,living_street
34951931,residential
34951933,footway
34951934,pedestrian
34951936,living_street
34951937,residential
34951938,residential
34951939,residential
34951940,tertiary
34959808,secondary
34960006,secondary
34960080,secondary
34960103,residential
34960182,residential
34960446,unclassified
34960450,unclassified
34960491,residential
34960567,residential
34960794,secondary
34960825,residential
34960899,pedestrian
34960966,residential
34961169,unclassified
34961220,tertiary
34961585,secondary
34961719,residential
34961892,residential
34962297,pedestrian
34962307,residential
34962328,residential
34962379,residential
34962380,residential
34962383,living_street
34962441,secondary
34962456,residential
34962459,residential
34962538,residential
34962557,residential
34962632,residential
34962647,residential
34962756,primary
34962806,primary
34962831,footway
34962900,residential
34962993,residential
34963000,residential
34963157,pedestrian
34963309,residential
34964875,unclassified
34965928,tertiary
34966558,primary
34966560,primary
34966566,primary
34966668,footway
34966853,residential
34966940,primary
34966957,secondary
34967155,residential
34967197,footway
34967993,motorway
34995584,footway
34995885,tertiary
35032294,residential
35032295,residential
35032296,steps
35032297,pedestrian
35032336,residential
35155868,tertiary
35155878,tertiary
35155891,tertiary
35155896,tertiary
35155900,residential
35155943,tertiary
35155961,tertiary
35156022,tertiary
35156055,secondary
35160313,pedestrian
35160314,footway
35160315,residential
35160316,residential
35160317,residential
35160318,residential
35160319,residential
35160320,residential
35160432,residential
35160433,steps
35166327,pedestrian
35166328,steps
35201175,residential
35201176,residential
35202854,service
35202856,service
35209132,unclassified
35209133,cycleway
35209134,cycleway
35209135,cycleway
35209136,cycleway
35209137,cycleway
35322228,residential
35322229,service
35322230,pedestrian
35322231,steps
35322232,service
35336993,secondary
35360282,living_street
35360283,pedestrian
35360284,residential
35360285,pedestrian
35360286,pedestrian
35375461,primary
35376623,residential
35376624,unclassified
35376625,residential
35405912,residential
35405913,secondary
35406234,pedestrian
35406235,pedestrian
35406236,residential
35406256,pedestrian
35406263,pedestrian
35428664,pedestrian
35429454,pedestrian
35466086,residential
35535556,residential
35549804,tertiary
35549805,tertiary
35550157,living_street
35550158,residential
35608124,residential
35608516,service
35608517,unclassified
35608518,residential
35693414,pedestrian
35693962,footway
35731487,residential
35731488,residential
35731489,residential
35731490,pedestrian
35735433,pedestrian
35775875,pedestrian
35775876,service
35777306,residential
35802693,living_street
35815851,residential
35815852,service
35826817,service
35868689,footway
35981984,residential
36000471,residential
36278259,residential
36279466,residential
36288931,residential
36288932,residential
36290395,steps
36293134,residential
94597889,residential
94597891,tertiary
171917679,tertiary
171918679,tertiary
171948947,tertiary
171948955,tertiary
171948956,trunk_link
172179954,residential
172179955,residential
172181920,residential
172183430,residential
172184446,residential
172185319,tertiary
172188083,secondary
172188758,residential
172247201,residential
172248850,residential
172425359,residential
172425361,service
172425362,service
172425364,service
172425365,service
172425367,service
172425368,service
172425369,service
172425370,service
172425372,service
172425373,service
172425374,service
172425375,service
172425376,service
172425377,service
172522393,residential
172522394,residential
172522395,residential
172522396,residential
172795661,residential
172834186,tertiary
172834188,residential
172915448,residential
172954956,residential
172954958,steps
172954959,steps
173046978,footway
173046979,footway
173046981,unclassified
173059923,service
173059924,service
173064527,residential
173066539,unclassified
173066540,steps
173073436,residential
173073438,unclassified
173073439,service
173073440,footway
173073441,footway
173073442,service
173079347,tertiary
173131546,secondary
173166874,residential
173166875,residential
173166877,residential
173271972,unclassified
173278066,residential
173444040,service
173454522,service
173454523,service
173624078,service
173624079,service
173624082,service
173624083,service
173624084,service
173624085,service
173624086,service
173624090,service
173639589,service
173639590,service
173639592,service
173639593,service
173639594,service
173639595,service
173639596,service
173639597,service
173642337,service
173642338,service
173642340,service
173642341,service
173642342,service
173642343,service
173642346,service
173822594,tertiary
173822614,service
173833124,service
173833125,service
173833127,service
173870348,service
173870349,service
173870350,service
173870351,service
173870352,service
173870353,service
173870354,service
173870355,service
173870356,unclassified
173870357,service
173870358,service
173974633,service
173974634,residential
173974635,residential
173974636,residential
173974637,service
173974638,service
173974639,service
173974640,service
173974641,service
173974642,residential
173974643,residential
173974644,footway
173974645,service
173974646,service
173974647,residential
173974648,service
173975396,service
173975397,service
173975399,service
173975400,residential
173975402,service
173975404,service
173975406,residential
173975410,service
173975412,service
173975414,service
173975415,residential
173975417,service
173975419,residential
173975565,residential
173975566,service
173975568,service
173982938,service
173982939,service
173982940,service
173982941,service
173982943,service
173982945,service
173982948,service
173982951,service
173982953,service
173982955,service
173982956,service
173982957,service
173982960,service
173982962,service
173982963,service
173982965,service
