lsid,highway
233047259,residential
233094240,footway
233104676,primary
233104677,primary
233104679,primary_link
233106635,secondary
233113469,secondary
233113470,unclassified
233136179,residential
233136180,service
233136181,residential
233145307,service
233167021,footway
233167022,living_street
233167023,path
233167024,service
233487600,motorway
233487601,motorway
233487602,motorway
233734431,residential
233734432,service
233734433,residential
233734434,residential
233734435,residential
233734436,steps
233734437,footway
233734438,footway
233976171,service
233976174,residential
234058421,service
234059452,unclassified
685541042,residential
685591444,service
685937480,service
685949801,footway
686343605,steps
686832065,service
687318867,service
687796146,service
687911662,service
688103024,service
688103025,service
688103026,service
688357782,residential
688357785,residential
688357788,residential
688387614,service
688387615,service
688387616,service
688387617,service
688387618,service
688387619,service
689189958,footway
689189960,service
689189961,footway
689189962,footway
689189963,footway
689189965,residential
689189966,footway
689189967,secondary
689189968,secondary
689189969,service
689189972,unclassified
689270246,service
689270247,service
446971346,cycleway
448461269,primary
448490098,pedestrian
448836023,service
448836024,steps
448836025,footway
448836026,footway
449133707,service
449709945,footway
449769187,steps
449769188,steps
449769189,footway
449769190,steps
449769191,steps
449769192,steps
449769193,steps
449769194,steps
449769195,steps
449769198,footway
449769199,footway
449769200,steps
449769201,steps
449774545,steps
449774546,steps
449774547,footway
449774548,footway
450123987,footway
450123988,steps
450123989,footway
450359579,service
450359581,service
450359583,service
450359584,service
450359590,service
450359601,service
450359602,service
450359604,service
450359606,service
450359607,service
450359610,service
450359611,service
450363383,steps
67504621,residential
67504623,unclassified
67504624,residential
67504627,residential
67504628,residential
67717079,pedestrian
68527539,service
68527541,service
68527542,service
68527543,service
68579477,steps
68579478,footway
68579479,footway
68732287,service
68732288,steps
68734300,service
68734302,cycleway
68741601,secondary
69038844,residential
69038848,secondary_link
69038850,unclassified
69038853,residential
69038855,residential
69038860,residential
69038861,tertiary
69038866,residential
69038873,residential
69038874,residential
69063255,steps
69063257,steps
69063258,pedestrian
69063259,pedestrian
69063260,pedestrian
69063261,pedestrian
69063262,pedestrian
69063263,pedestrian
69063264,steps
69077588,secondary
459049624,footway
459049625,footway
459049634,footway
459049635,footway
459049636,footway
459049637,footway
459049638,footway
459049639,footway
459049640,footway
459049666,tertiary
459049667,service
459049668,service
459049669,service
459049670,service
459049671,service
459049672,service
459049673,service
459231755,steps
459231756,steps
459231757,steps
459464059,footway
460101496,unclassified
460101497,unclassified
460101498,residential
460101499,residential
460101500,living_street
460101501,unclassified
460101502,unclassified
460101503,unclassified
460101507,residential
460101510,service
460101511,service
460101512,service
460101513,service
460101514,service
460101520,service
460530280,tertiary
460530281,tertiary
460530282,tertiary
460530283,tertiary
460530284,secondary
460530285,secondary
460530286,secondary
460530287,residential
460530288,footway
460530289,secondary
461114534,residential
461114538,footway
461319979,footway
461319980,steps
461319981,footway
461930645,service
461930646,service
461932544,residential
461932545,residential
461932820,service
461932821,service
461932822,service
461932823,service
461933791,residential
461933792,residential
461933793,residential
461933794,secondary
461933796,secondary
461933797,secondary
461933798,residential
461933799,residential
461933835,residential
461933836,service
461933837,residential
461933838,service
461933839,residential
461933840,service
461933841,residential
461933842,residential
462121637,residential
965838352,residential
966764399,secondary
966771866,residential
966771867,cycleway
966771868,cycleway
966787009,footway
970141658,service
814908568,residential
814908572,construction
814908574,secondary
814908575,residential
814908577,secondary
814908582,primary
814908583,service
814908584,service
814908585,cycleway
814908586,cycleway
815863339,service
815863340,service
816101604,footway
816101605,footway
816101606,residential
816101607,steps
816101610,footway
816101611,steps
816101612,footway
816101613,footway
816101614,steps
816101615,footway
816101619,tertiary
816101620,tertiary
816101621,footway
816101622,footway
816101623,steps
816101624,footway
816101625,footway
816101626,service
816101627,footway
816101629,service
816101630,service
816101631,service
816101632,service
816101634,steps
816101635,residential
816101636,footway
816101638,footway
816101639,footway
816101640,steps
816101641,service
816101642,service
816101643,steps
816101644,footway
816101645,footway
816101646,steps
816101647,footway
816101648,service
816101649,footway
816101650,steps
816101651,footway
816101652,steps
816101653,footway
816101654,steps
816101657,footway
816101658,steps
816101659,footway
816101668,footway
816101669,footway
816101670,footway
816101671,steps
816101672,steps
816101673,footway
816101675,footway
816101677,footway
816101679,footway
816101680,footway
816101681,steps
816101691,steps
816101692,footway
816101693,steps
816101694,footway
818049414,footway
818049415,footway
818049416,footway
972394686,pedestrian
972394687,footway
972394688,footway
972394689,footway
972394690,footway
972394691,pedestrian
972394692,footway
972394693,footway
972394694,pedestrian
973113728,footway
973234303,service
973234304,service
973234305,service
973235514,service
974228099,steps
974228100,residential
325301084,secondary
325657977,pedestrian
325658137,pedestrian
326181243,footway
326181245,footway
326181246,steps
326332577,residential
326373272,tertiary
326373273,residential
326373274,unclassified
326375313,residential
326375314,residential
326375315,residential
326375316,residential
326375317,residential
326375318,unclassified
326375783,residential
326375784,residential
326376608,secondary
326376609,secondary
326376611,residential
326377272,tertiary
326377273,residential
326378264,tertiary
326378266,residential
326378267,tertiary
326378270,tertiary
326378271,tertiary
326389245,tertiary
326393127,tertiary
326399418,residential
326399419,residential
326399421,secondary
326399422,secondary
326399669,unclassified
326408427,tertiary
326417244,tertiary
326417247,tertiary
326424427,residential
326424428,residential
326425044,secondary
326425045,secondary
326425046,secondary
326425047,secondary
326431814,secondary
326432914,tertiary
326432916,residential
326434106,tertiary
326435435,secondary
326435436,residential
326435437,residential
326445355,tertiary
326495292,residential
326495379,secondary
326497006,secondary
326497007,residential
326497008,residential
326497575,unclassified
326497805,secondary
326617514,tertiary
384041266,tertiary
384041269,tertiary
384041276,secondary
384041297,tertiary
384041303,tertiary
384041314,tertiary
384041316,tertiary
384041317,tertiary
384041320,tertiary
384041322,tertiary
384041325,tertiary
384041330,service
384165517,tertiary
384165518,tertiary
384165519,tertiary
384188928,residential
384188929,residential
384188931,residential
384188932,footway
384368886,tertiary
384368888,tertiary
384368889,tertiary
384368890,unclassified
384368891,residential
384368892,tertiary
384368893,primary
384368894,tertiary
384368895,unclassified
384368896,unclassified
384368898,residential
384368899,tertiary
384368900,tertiary
384368901,tertiary
384368902,residential
384368903,residential
384368904,tertiary
384368905,tertiary
384368906,unclassified
384368909,service
384368910,residential
384368911,tertiary
384368912,residential
384368913,tertiary
384368914,tertiary
384368915,service
384534386,pedestrian
384534564,secondary
384534856,secondary_link
384535034,unclassified
384666821,pedestrian
384671624,unclassified
384677706,tertiary
384978930,secondary
385535521,residential
385535522,unclassified
385535523,unclassified
385535524,tertiary
385535525,tertiary
385535526,residential
385535528,residential
385535529,residential
385535530,residential
385535531,service
385535532,service
385535534,service
385535535,footway
385535536,service
385535537,footway
385535538,steps
385535539,footway
385535540,steps
385535541,steps
385535542,path
385535543,footway
385535544,footway
385535545,footway
385535546,pedestrian
385535547,service
385535548,service
385535549,pedestrian
385535550,service
385566742,tertiary
385566743,tertiary
385566749,service
385566755,steps
385566756,service
385566757,footway
385566758,service
385566759,steps
385566760,service
385566761,footway
385566762,footway
385566763,footway
385566764,service
385566765,service
385566766,footway
385566767,service
385566768,service
385566769,service
385566770,footway
385566771,service
385743421,footway
385929658,service
385929659,service
385929660,service
385929665,footway
386307418,unclassified
386307419,unclassified
386307420,unclassified
386307421,unclassified
386307422,service
386307423,service
386307424,service
386307425,service
386307426,service
386307427,service
386307428,unclassified
386307429,unclassified
386307430,unclassified
386307431,unclassified
386307433,pedestrian
386307438,service
386307440,steps
386307441,footway
386307442,steps
386307443,steps
386307444,footway
386307445,service
386307446,footway
386307447,service
386307448,footway
386307449,service
386307450,service
386307451,footway
386307452,service
386307453,footway
386307454,service
386307455,steps
386307456,footway
386307457,service
386307458,service
386307459,service
386346026,steps
386346027,pedestrian
386346029,service
386346030,service
386346031,footway
386346032,footway
386346033,steps
386346034,footway
386346035,steps
386346036,footway
386346037,steps
386346038,footway
386346039,service
386346040,service
386346041,service
386346042,footway
386346043,footway
386346044,steps
386346045,service
386346046,footway
386346047,steps
386346048,service
386346049,footway
386346050,service
386346051,footway
386346052,path
386356184,service
386356185,service
386356186,unclassified
386356187,unclassified
976895998,unclassified
976895999,unclassified
977953060,footway
977953061,footway
977953062,footway
977953063,footway
977953064,footway
977953065,footway
977953066,footway
977953067,footway
978512567,footway
978512568,footway
978512569,footway
978512570,footway
978512571,footway
978513344,footway
978513345,footway
978518849,footway
978520862,footway
978520863,footway
978535078,service
978535079,service
978535080,service
978535082,service
978535083,service
978535084,service
978535085,footway
978535375,footway
978535610,footway
978553320,footway
978553322,service
978553323,service
978641807,footway
978641809,footway
978641810,footway
978641811,footway
978641812,footway
978641813,footway
978641814,footway
978641815,footway
978641816,footway
978641817,footway
978641818,footway
978641819,footway
978649857,footway
978651625,footway
978651626,footway
978651627,footway
978653103,footway
978653105,footway
978653106,footway
978653107,footway
978653108,footway
978653109,footway
978653110,footway
978656566,footway
978656567,footway
978656568,footway
978681995,footway
978681996,footway
978694205,service
978694206,service
978694207,service
978719998,service
978719999,service
978720000,footway
978724191,footway
978724192,footway
978724193,footway
978724194,footway
978724195,footway
978724196,footway
978724197,footway
978724198,footway
978726687,footway
978733904,service
978733905,service
978733907,footway
978734248,footway
978735016,footway
978735017,footway
978735018,footway
978735019,footway
978741198,footway
978741199,footway
978741200,footway
978741201,footway
978741202,footway
978741203,footway
978741204,footway
978741205,footway
978741206,footway
978741207,footway
978741208,footway
978753409,footway
978753410,footway
978753411,footway
978753412,footway
978754412,footway
978754414,footway
978760778,service
978760779,service
978760781,footway
978760782,footway
978828114,footway
978828115,footway
978828116,footway
978828117,footway
978828118,footway
978828119,footway
978828120,footway
978828121,footway
978828122,footway
978828123,residential
978828124,residential
978828125,residential
978828126,footway
978828127,footway
978828128,footway
978828129,footway
978828130,footway
978828131,footway
978828132,footway
978828133,footway
978828135,footway
978835875,service
978835876,service
978835877,service
978835878,service
978835879,service
978835880,footway
978837693,footway
978837694,footway
978837695,footway
978844861,footway
978849810,service
978849811,service
978849812,service
978856505,footway
978856506,footway
978856507,footway
978856508,footway
978857220,footway
978965495,residential
978965496,service
978965497,service
978965498,residential
978965499,residential
978965500,service
978965501,service
978965502,residential
978973102,primary
978973103,primary
978973104,primary
978973105,unclassified
978973106,footway
978973107,primary
978973108,service
978973110,service
978973111,service
978973112,service
978973113,service
978973114,service
978973123,steps
978973124,footway
978973125,pedestrian
978973126,secondary
979558263,steps
979558296,steps
979568530,footway
979568535,footway
979568536,footway
979568537,footway
979568538,primary
772165283,footway
772165288,service
774536935,path
775826643,path
775826829,path
776035571,pedestrian
776352948,service
776704705,residential
776783449,steps
776989308,residential
278812406,footway
278812407,footway
284250919,residential
284250920,tertiary
284250921,residential
284250922,residential
284250923,footway
284250924,residential
284250925,residential
284250926,residential
284250927,residential
284250928,residential
284250930,residential
284250931,residential
284250936,service
284250937,tertiary
285249334,service
285249335,service
285249336,service
285249337,steps
285249338,service
285249339,service
285249340,service
285249341,service
285249342,service
285249343,service
285261049,service
285261050,service
156646572,residential
156646573,residential
156647093,pedestrian
156647094,tertiary
156672367,residential
156672368,residential
156672372,residential
156672373,unclassified
156672374,pedestrian
156672379,tertiary
156672381,tertiary
156672384,residential
156672386,residential
156672387,unclassified
156672388,residential
157010357,residential
157010361,residential
157010363,residential
157046110,residential
157046111,residential
157046112,tertiary
157046113,tertiary
157046114,residential
157046116,tertiary
157447454,primary
157450650,residential
157450651,residential
157508654,service
157568545,tertiary
157568561,tertiary
157568569,footway
157569966,residential
157569967,trunk_link
157569968,trunk_link
157614738,tertiary
157614862,motorway
157614863,motorway
157614865,motorway
157614867,motorway
157617897,tertiary
157618170,footway
157618175,residential
157619129,cycleway
157619130,secondary
157619131,cycleway
157619132,secondary
157737851,residential
157737857,residential
157737860,residential
157757563,residential
157757569,residential
157757576,residential
157757579,residential
157757583,residential
157757587,residential
157757590,residential
157757593,residential
157757597,residential
157765048,residential
157765049,residential
157765051,residential
157765052,residential
157765053,residential
157765055,residential
157765056,residential
157765058,residential
157765060,residential
157765061,residential
157770479,service
157770480,residential
157770481,residential
157770482,service
157770483,residential
157770484,service
157770485,service
157770486,residential
157770487,service
157770488,service
157770489,residential
157770491,residential
157770492,service
157770494,service
157770495,residential
157770496,service
157770497,service
157770498,service
157770499,service
157770500,residential
157770501,service
157770502,residential
157770503,residential
157770504,service
157770505,service
157770506,service
157770507,residential
157770508,residential
157770509,service
157770510,service
157770511,residential
157770512,residential
157770513,service
157770515,service
157770516,residential
157770517,residential
157770518,residential
157770519,residential
157770520,service
157770815,residential
157770816,residential
157770819,residential
157770820,residential
157770821,residential
157770822,service
157770823,residential
157770825,service
157770826,residential
157875280,residential
157907700,residential
157907701,residential
157908686,service
157908687,service
157908688,tertiary
157910466,secondary
157919290,service
157921079,residential
157986058,steps
157987032,footway
157987288,footway
157992192,residential
157992938,steps
157993903,residential
157993905,residential
157994780,residential
157994782,residential
157994783,residential
157994784,residential
157996497,residential
157996499,residential
158018531,steps
158019700,steps
158019702,unclassified
158019703,steps
158019706,unclassified
158019707,footway
158019709,residential
158019711,residential
158020568,residential
158025608,residential
158025610,residential
158027215,steps
158027216,steps
158027220,footway
158027222,footway
158027223,footway
158175198,service
158175201,service
158175202,service
158175571,service
158175572,residential
158175573,unclassified
136174957,service
136424008,residential
136746608,secondary
136746612,residential
136746613,residential
136746614,secondary
136746616,tertiary
136746618,secondary
136746619,residential
136746621,residential
136746624,residential
136746626,unclassified
136746629,secondary
136746633,footway
136746634,service
136746636,service
136754873,tertiary
136754877,secondary_link
136788461,residential
136788463,secondary
136788467,residential
136788470,tertiary
136788473,residential
136788475,secondary
136788478,primary
136788479,secondary
136788480,secondary
136788482,secondary
136788484,tertiary
136788485,secondary
136788487,tertiary
136788489,tertiary
136788491,tertiary
136788493,tertiary
136788495,residential
137001713,unclassified
137001714,footway
137084494,service
137084771,service
137084772,primary
137084773,primary
137084774,primary
137270783,residential
138585696,tertiary
138585697,tertiary
138585701,primary
138585702,service
138595898,residential
138595899,residential
138601276,residential
138601277,residential
138601278,residential
138601279,residential
138611158,residential
138611162,secondary
138611166,tertiary
138611170,secondary
138611174,residential
138611175,residential
138611182,unclassified
138611184,residential
138611189,residential
143299682,residential
143299683,residential
143299691,residential
143299693,unclassified
143299694,residential
143463760,unclassified
143463763,unclassified
143463765,residential
143463767,residential
143463768,residential
143469962,footway
143469968,service
143470456,service
143896856,motorway_link
143897395,motorway
143906262,motorway
143906266,motorway
143906268,unclassified
143906270,motorway
143906273,motorway
143906279,motorway
143906283,secondary
143906284,motorway
143920727,trunk_link
143920731,trunk
143920732,tertiary
143920734,trunk
143920735,trunk_link
143957424,unclassified
143957425,residential
143957426,residential
143957427,residential
143957428,residential
143957429,residential
143957430,unclassified
143957432,residential
143966527,residential
143966528,service
143966529,residential
143966530,residential
144125122,service
144125123,service
144125124,service
144125125,service
144165019,secondary
144165032,residential
144165035,service
144168986,residential
144168988,unclassified
144168993,residential
144249644,residential
144252621,residential
144252623,residential
144252626,residential
144252627,residential
144252631,residential
144252634,residential
144252635,residential
144252636,residential
144252640,residential
116350512,living_street
116350513,residential
116350515,unclassified
116350517,residential
116350518,residential
116350519,residential
116350520,service
116350522,unclassified
116350523,living_street
116350525,unclassified
116350526,service
116356079,footway
116356080,residential
116356081,residential
116356085,residential
116567846,pedestrian
116722718,service
116722719,service
116724050,service
116823303,footway
116827791,residential
116920550,service
116920552,service
116920554,footway
116920807,pedestrian
116920808,steps
117335592,unclassified
117335890,unclassified
117335892,unclassified
117336142,unclassified
117336143,unclassified
117966390,steps
117966391,steps
117966392,steps
117966393,steps
117975027,steps
117975028,steps
118043212,tertiary
118198754,residential
169724098,service
169724099,service
169724100,unclassified
169724103,service
169724104,service
169724544,service
169729654,service
169729655,footway
169729656,footway
169729657,service
169729658,service
169729659,steps
169729660,footway
169729661,service
169993739,secondary
170042306,unclassified
170042307,residential
170137765,track
170138159,track
170138160,track
170168278,steps
170168294,residential
170168295,residential
170241030,secondary
170242119,secondary
170261052,service
170261055,service
170261056,service
170261057,service
170261058,service
170261059,service
170261060,service
170261061,service
170261347,service
170261352,service
170261353,service
170261354,service
170261980,residential
170261981,residential
170261982,residential
170261983,residential
170262319,residential
170262320,residential
170262321,residential
170262322,residential
170262406,footway
170262407,steps
170262408,steps
170262409,footway
170262411,service
170268679,service
170367341,residential
170367346,residential
170367347,service
170391698,residential
170391699,residential
170391703,residential
170392773,track
170569193,service
170569198,service
170569202,service
170569203,service
170569204,service
170569205,service
170569211,service
170569213,service
170583232,residential
170583233,residential
170583235,residential
170583236,service
170583237,service
170588235,tertiary
170592196,service
170592197,residential
170592198,residential
170595148,service
170595150,service
170595151,steps
170595152,service
170595153,footway
170595155,living_street
170597770,service
170597771,service
170597772,service
170604363,service
170604364,service
170604365,footway
170604366,footway
170604367,service
170604368,service
170604369,service
170604370,service
170604371,service
170604372,service
170612447,service
170612448,service
170612449,residential
170612450,service
170612451,service
170613136,residential
170613137,residential
170613138,residential
170613139,residential
170840224,steps
170840225,footway
170840226,footway
170840232,steps
170840234,footway
170897667,tertiary
170978708,residential
170979920,service
170985287,residential
171063792,motorway
171063793,motorway
171063794,motorway
171063795,motorway
171225055,residential
171225056,residential
171225057,residential
171225058,steps
171406542,residential
171514117,tertiary
171514119,tertiary
171514120,tertiary
171514121,unclassified
171514122,unclassified
171514123,unclassified
171518485,motorway_link
171813894,residential
171813895,service
171813900,service
171814223,residential
171814225,service
171814226,residential
171814227,service
111774907,primary
112071422,living_street
112071424,residential
112071425,living_street
112607629,living_street
112608990,steps
112614216,primary
112619156,secondary
112619157,residential
112619158,residential
112619159,residential
112619160,residential
112703023,footway
112703025,residential
112703026,residential
112704397,tertiary
112704398,tertiary
112704400,service
112704402,tertiary
112724354,secondary
112724357,secondary
112732655,residential
112732662,tertiary
112732664,residential
112732665,residential
112732668,footway
112732669,secondary
112732671,service
112732672,residential
112732673,residential
112732674,service
112732677,service
112732679,tertiary
112732680,tertiary
112732681,residential
112732683,residential
112732688,tertiary
112732694,residential
112732695,secondary
112732698,tertiary
112732702,service
112732705,unclassified
112732707,service
112732708,tertiary
112732711,tertiary
112732715,residential
112732716,residential
112732717,residential
112732719,tertiary
112732721,tertiary
112734434,secondary
112734440,tertiary
112734442,secondary
112734443,secondary
112735430,residential
112765939,service
112765940,residential
112765941,residential
112766499,residential
112766501,tertiary
112766505,tertiary
112766507,tertiary
112766511,residential
112766514,tertiary
112766515,tertiary
112770048,residential
112770049,tertiary
112770050,cycleway
112770053,footway
112781632,tertiary
112793061,secondary
112793062,tertiary
112793063,service
112835739,footway
112835751,unclassified
112835757,trunk_link
112835758,footway
112835769,trunk
112835773,residential
112835781,residential
112835794,footway
112835800,residential
112835803,motorway
112835807,footway
112835816,tertiary
112835823,motorway_link
112835831,tertiary
112835836,footway
112835840,trunk_link
112835849,footway
112835868,secondary
112842753,footway
112868458,residential
112868459,residential
112870788,tertiary
112870789,tertiary
112875264,service
112875267,residential
112875275,residential
112884992,service
112884993,trunk
112884994,residential
112884995,residential
112884997,primary
112884999,trunk
112885001,service
112885002,unclassified
112885003,primary
112885004,residential
112885005,tertiary
112885006,residential
112885007,residential
112885008,residential
112885009,residential
112885011,residential
112885013,footway
112885014,primary
112885015,service
112885017,trunk
112885018,residential
112885019,trunk
112885020,tertiary
112885022,primary
112885023,service
112885024,residential
112885026,residential
112885029,primary
112885031,footway
112885038,service
112885039,residential
112885040,tertiary
112887002,trunk_link
112903867,secondary
112903870,pedestrian
112903872,footway
112903876,residential
112903877,secondary
112903880,secondary
112903883,footway
112903884,secondary
112903886,cycleway
112903891,cycleway
112903894,trunk
112903897,footway
112903901,pedestrian
112903902,unclassified
112903907,trunk
112915689,pedestrian
112915691,pedestrian
112915692,unclassified
112915694,footway
112915695,pedestrian
112915699,service
112915702,footway
112965978,unclassified
112966212,service
112966688,residential
112977933,steps
113694284,residential
113694285,residential
113694326,residential
113694329,service
129625629,residential
129752308,service
129752309,service
129752310,service
129752311,service
129752312,service
129752313,service
129843051,service
129843052,service
129847327,tertiary
130049563,service
130049564,secondary
130049565,service
130049566,service
130049567,secondary
130541447,residential
130541448,residential
130541449,residential
130541450,residential
130707772,footway
130707773,steps
130707774,residential
130707775,residential
130707776,residential
130707777,steps
130707778,residential
130707779,residential
130707780,footway
130707781,footway
130707782,steps
130707783,steps
130707784,footway
130707785,footway
130707786,tertiary
130707787,tertiary
130707788,tertiary
130707789,tertiary
130707790,residential
130707791,steps
130750951,residential
130750952,pedestrian
130750953,pedestrian
130808687,secondary
130864581,residential
130865632,steps
131118836,steps
131123295,motorway_link
131123296,secondary
131232439,service
194919721,service
194919722,service
195085975,residential
195085976,service
195085979,service
195085980,service
195085981,service
195088056,service
195088059,service
195088061,service
195121568,residential
195778683,service
195778684,service
196503557,service
196503558,service
196503559,service
196503560,service
196581784,service
196581787,service
196581790,service
196581792,service
196675590,service
196675592,residential
196675594,service
196675596,service
196675598,footway
196675600,steps
196675602,service
196675604,service
196675606,footway
196675610,service
196675611,service
196675613,service
196675615,service
196675617,service
196675620,service
196675622,service
196675624,footway
196717717,residential
196717724,footway
196717726,footway
196717728,steps
196717730,pedestrian
196717732,steps
196717733,residential
196717735,footway
196717741,residential
196717745,pedestrian
196717747,pedestrian
196735411,residential
196735416,residential
196735420,footway
196735424,footway
196735426,footway
196735430,footway
196735434,footway
196735436,footway
196735438,steps
196735440,footway
197047921,primary
197047922,secondary
197047924,primary
197183396,tertiary
197183397,residential
197183399,residential
197183400,residential
197195372,service
197195373,service
197195374,service
197195375,service
197195376,service
197195378,service
197211939,service
197211940,service
197211941,service
672903259,footway
672903264,service
672903270,residential
672903272,service
672903280,service
672903282,service
672903283,service
672903285,service
673383067,service
673383068,service
673383069,service
673383071,service
673383072,service
673383073,service
673383074,service
673383075,service
673383076,service
673383079,service
673383080,service
673383084,service
673383091,service
673383093,footway
673383097,service
673383099,service
673383102,service
673383105,service
673383107,service
673383112,service
673383114,service
673383123,service
673383134,service
673383136,service
673383138,service
673383141,service
673383143,service
673872183,tertiary
673872184,tertiary
673872187,footway
673872188,path
673872189,footway
673872190,tertiary
673872191,tertiary
673872192,tertiary
673872195,steps
673872196,footway
673872197,footway
673872198,tertiary
673872200,tertiary
673872201,tertiary
673872203,tertiary
673872204,tertiary
673872205,tertiary
673872206,service
673872207,tertiary
674138046,service
674138048,service
674674162,service
674674166,service
674674167,service
674674168,service
674674169,service
674674170,service
674674171,service
674674172,service
674674173,service
674683671,service
674683672,service
674683675,service
675036248,service
675036249,service
675036250,service
675161104,residential
675291129,service
675322050,secondary
675322051,secondary
675420936,secondary
675420937,secondary
675420939,service
675420940,secondary
675590802,path
675590803,footway
675590804,footway
675591505,footway
675591507,footway
675591509,footway
675591511,footway
675591525,footway
675591526,footway
675592020,footway
675592021,unclassified
675592725,unclassified
675592727,footway
675592729,footway
675592731,steps
675592737,service
675592740,service
675593167,footway
675593168,footway
675593927,tertiary
675593928,tertiary
675593929,tertiary
675593930,tertiary
675594352,residential
675594353,residential
675594354,residential
675594355,residential
675594563,tertiary
675594564,tertiary
675595157,residential
675596886,path
675598547,footway
675598548,footway
675598549,footway
675598550,footway
675598551,footway
675598552,footway
675598553,footway
675598554,footway
675598555,footway
675598556,footway
675598557,footway
675598558,footway
675602034,footway
675602035,footway
675602036,footway
675602037,footway
675602038,footway
675603402,footway
675603403,footway
675603404,footway
675603405,footway
675603406,footway
675603407,footway
675603408,footway
675603409,footway
675603410,footway
675603411,footway
675603412,footway
675603413,footway
675603414,footway
675603415,footway
675603416,footway
675603417,footway
675603418,footway
675603419,footway
675603420,footway
675603421,service
675603422,footway
675603423,footway
675632480,service
675632481,footway
675633443,steps
675633761,footway
675647342,residential
675647343,footway
675647344,footway
675647345,footway
675647346,service
675647347,tertiary
675647348,tertiary
675665934,residential
675665935,footway
675665936,footway
675665937,footway
675665938,footway
675665939,footway
675666606,footway
675666607,footway
675666608,footway
675668804,footway
675668805,footway
675668806,footway
675668807,footway
675668808,footway
675668809,footway
675668810,footway
675669413,footway
675669415,footway
675669416,footway
675669417,footway
675669418,footway
675669419,path
675669420,path
675669524,path
675669933,footway
675669934,residential
675669935,footway
675669936,footway
675678555,residential
675678556,footway
675678557,footway
675678558,footway
675679105,footway
675679107,footway
675679108,footway
675679109,footway
675679110,footway
675705830,footway
675705831,footway
675705832,footway
675705833,footway
675705834,footway
675705835,unclassified
675705836,unclassified
675708357,footway
675708358,footway
675708359,footway
675708360,footway
675708361,footway
675708362,footway
675708363,track
675708364,track
675708365,track
675708366,track
675708367,track
675709272,footway
675709275,footway
675709277,footway
675709279,footway
675764002,footway
675764003,footway
675764004,footway
675764005,footway
675767721,footway
675767723,footway
675767724,footway
675767725,footway
675767726,footway
675767727,footway
675767728,footway
675768921,footway
675768922,footway
675768923,residential
675769858,residential
675769859,footway
675769860,footway
675769861,footway
675774691,service
675774693,service
675774694,service
675774695,service
675774696,service
675774698,service
675774699,service
675774700,service
675774701,service
675774702,service
675774703,service
675774704,tertiary
675774705,tertiary
675774706,tertiary
675774707,tertiary
675774708,tertiary
675774709,tertiary
675774712,service
675774714,service
675774715,service
675774716,service
675774717,service
675774719,service
675774734,service
675774735,footway
675774736,service
675774737,service
675774738,service
675774739,tertiary
675774742,tertiary
675774743,tertiary
675779289,tertiary
675779291,tertiary
675779293,tertiary
675823138,residential
675823140,residential
675823141,residential
675823142,residential
675823144,residential
675828200,unclassified
675828201,footway
675828202,footway
675828203,footway
675828204,footway
675828205,footway
675828206,footway
675828207,footway
675828208,footway
675828209,footway
675828210,footway
675828214,footway
675828215,footway
675828216,unclassified
675831547,residential
675853296,residential
675971993,path
676058874,unclassified
676058875,footway
676058877,unclassified
676059428,footway
676059429,footway
676063589,unclassified
676063590,cycleway
676063592,footway
676063593,footway
676063594,footway
676063595,footway
676063596,footway
676063597,unclassified
676063598,residential
676063599,residential
676063600,residential
676063601,residential
676092209,footway
676092210,footway
676092211,footway
676092212,footway
676095327,residential
676095328,residential
676095329,footway
676095330,footway
676095331,footway
676095334,residential
676095336,footway
676095338,footway
676625640,tertiary
676631328,footway
676631329,footway
676631330,footway
676631331,footway
676631332,footway
676631333,footway
676640471,footway
676640472,footway
676640473,footway
676640474,footway
676640475,footway
676640476,footway
676641426,residential
676641427,footway
676641428,footway
676641429,footway
676641430,residential
676641431,pedestrian
676641432,pedestrian
676641433,footway
676754881,footway
676754885,footway
566339003,tertiary
566339004,tertiary
566375922,service
566375923,service
566375924,service
566959314,service
566959363,unclassified
566959383,service
566959402,service
566959403,pedestrian
566959407,service
566959408,unclassified
567761065,service
567761073,unclassified
567761081,service
567761089,service
567761097,service
567761106,service
567761125,service
567761133,service
567761141,unclassified
567761176,unclassified
567761184,unclassified
567761377,residential
567761391,residential
567761405,residential
568304301,residential
568304303,residential
568695310,service
568695313,service
568695314,service
568695318,footway
568695322,footway
568695323,residential
569037486,footway
569945838,footway
569945839,service
569945840,service
569945842,service
569945843,service
569945844,service
569945851,footway
569945856,service
569945857,service
569945858,service
569945860,service
569945862,service
569945868,service
569945874,service
569945880,service
569945886,service
569945895,service
569945898,service
570725927,footway
570725928,footway
570725929,service
570725930,service
571002646,service
571002662,service
571461375,service
571461376,service
571461377,service
571461378,service
571461379,service
495172719,service
495172721,cycleway
495172722,service
495172723,service
495506521,residential
495506523,residential
495902994,residential
495903009,service
495903010,footway
495903011,footway
495903012,service
496705141,service
496705142,residential
496705143,residential
496705146,steps
496705147,footway
496705148,steps
496705149,footway
496734638,residential
496910706,service
496910707,service
496910710,service
496910711,service
496910712,service
496910713,service
496910714,service
496910715,service
496910716,service
496910717,service
496910718,service
496910719,service
496910720,service
497450261,service
497450262,service
497450263,service
497450264,service
497450269,service
497450274,service
497450276,service
497450277,service
497450278,service
497450279,service
497450280,service
497450281,service
308397067,unclassified
308921876,service
308921877,motorway_link
308921878,residential
308921879,service
