578053288,footway
578053289,footway
578053291,footway
578053293,footway
578053295,footway
578053306,footway
578053308,footway
578053311,footway
578056835,cycleway
578089558,tertiary
578165414,path
578168220,footway
578168221,steps
578168222,footway
578168223,steps
578168224,footway
578168225,steps
578168226,footway
578168227,steps
578168228,footway
578168229,footway
578168230,footway
499172574,living_street
499275232,pedestrian
499275472,footway
499275594,footway
499277802,footway
499279976,footway
499280903,footway
499281494,footway
499281495,footway
499281496,footway
499282247,footway
499288027,steps
499288028,footway
499288029,steps
499291997,footway
499300051,residential
499490414,elevator
499497966,residential
499497967,secondary
499497968,secondary
499515667,pedestrian
499550249,residential
499550250,residential
499624440,residential
499783624,unclassified
499783628,residential
499783631,residential
499827626,service
499827628,residential
500075884,service
500175982,steps
500175983,steps
500178358,steps
500178361,steps
500178362,steps
500178363,steps
500181095,steps
500196632,footway
500208833,footway
500673808,steps
500673812,steps
500675035,steps
500675036,steps
500675037,steps
500675038,steps
500802668,residential
500943235,steps
500943236,steps
500943238,steps
500943242,steps
500943243,steps
500943244,steps
500943247,steps
500943248,steps
500943249,steps
501207641,footway
501207643,residential
501207644,residential
501207645,service
501208121,footway
501259583,primary
501331488,residential
501331489,residential
501395471,elevator
501424826,service
501426514,service
501426515,service
501471896,cycleway
501471897,unclassified
501492619,steps
501492621,footway
502174127,tertiary
502174128,residential
502428419,footway
502488975,footway
502488976,footway
502488977,footway
502488978,footway
502488979,footway
502488980,footway
502488981,footway
502686456,steps
502704586,footway
502704587,footway
502704588,footway
502704589,service
502704590,service
502704591,footway
502704592,footway
502706472,pedestrian
502706475,pedestrian
503009616,tertiary
503009617,tertiary
503103507,primary
503103508,primary
503103509,unclassified
503255133,unclassified
503356291,service
503356607,service
503373023,path
503373024,residential
503374636,service
503374637,service
503374638,service
503374639,service
503434874,service
503640396,primary
503695248,service
503863813,steps
548557131,primary
548557132,primary
548557133,living_street
548557135,residential
548562633,residential
548562634,secondary
548562637,pedestrian
548562638,footway
548608732,footway
548612779,service
548612780,tertiary
548612781,tertiary
548612782,tertiary
548612783,tertiary
548616010,footway
548616011,footway
548616012,footway
549009560,tertiary
549011850,service
549011851,service
549018672,cycleway
549019115,footway
549040660,path
549040661,path
549040666,residential
549040667,residential
549040668,residential
549045882,service
549046115,footway
549046170,service
549141799,cycleway
549154964,footway
549161886,footway
549161887,footway
549161888,steps
549161889,path
549161890,footway
549161891,path
549161892,service
549161893,path
549171601,service
549180206,service
549180207,service
549180208,footway
549225877,cycleway
549225878,cycleway
549225879,cycleway
549225880,cycleway
549324039,residential
549330622,footway
549356374,path
549356376,service
549356377,service
549356378,path
549356379,path
549356381,steps
549356382,pedestrian
549356383,footway
549356384,path
549356385,path
549356386,service
549356387,footway
549492854,pedestrian
549492855,pedestrian
549492856,footway
549496661,pedestrian
549499399,pedestrian
549499400,pedestrian
549501096,footway
549501097,path
549501098,path
549502714,footway
549503993,primary
549581338,footway
549581339,footway
549581340,footway
549581342,pedestrian
549581343,steps
549581344,steps
549581345,steps
549581346,footway
549581348,footway
549593779,steps
549593780,steps
549593781,steps
549593783,steps
549593784,steps
549616263,footway
549616265,pedestrian
549619169,steps
549619171,footway
549619173,steps
549619174,footway
549619176,steps
549619177,footway
549619178,steps
549619180,footway
549619182,steps
549619183,footway
549619184,steps
549619185,footway
549619186,footway
549690083,service
549690084,footway
549690085,service
549690086,service
549690088,service
549753107,cycleway
549772608,service
549927619,tertiary
549927621,primary
549930406,footway
549930590,footway
549930591,residential
550002424,pedestrian
550002425,pedestrian
550002426,pedestrian
550122123,footway
550122464,cycleway
550244196,tertiary
550244198,tertiary
550244199,residential
550244200,secondary
550244209,footway
550244210,footway
550244211,footway
550280080,living_street
